segment,factors,bin,n,win_rate,place_rate,win_roi,place_roi,score
GLOBAL,bataiju_change_bin+prev1_keibajo,-30|06,72,1.4,,5.9,63.8,-0.6
GLOBAL,bataiju_change_bin+prev1_keibajo,-30|07,42,7.1,,63.5,81.9,-0.1
GLOBAL,bataiju_change_bin+prev1_keibajo,-30|08,65,3.1,,28.8,86.4,-0.3
GLOBAL,bataiju_change_bin+prev1_keibajo,-30|09,46,8.7,,208.7,134.9,2.7
GLOBAL,bataiju_change_bin+prev1_keibajo,-30|10,30,3.3,,12.4,30.7,-1.0
GLOBAL,bataiju_change_bin+prev1_keibajo,0|01,6605,8.7,,70.7,77.0,-1.9
GLOBAL,bataiju_change_bin+prev1_keibajo,0|02,6356,9.4,,69.9,74.9,-2.6
GLOBAL,bataiju_change_bin+prev1_keibajo,0|03,11774,7.7,,72.1,76.8,-1.8
GLOBAL,bataiju_change_bin+prev1_keibajo,0|04,14937,8.9,,78.5,79.5,-0.3
GLOBAL,bataiju_change_bin+prev1_keibajo,0|05,26312,10.2,,75.8,77.8,-1.1
GLOBAL,bataiju_change_bin+prev1_keibajo,0|06,24086,9.0,,81.4,77.2,-0.6
GLOBAL,bataiju_change_bin+prev1_keibajo,0|07,18420,9.5,,80.6,82.3,0.7
GLOBAL,bataiju_change_bin+prev1_keibajo,0|08,18164,10.7,,84.2,82.5,1.2
GLOBAL,bataiju_change_bin+prev1_keibajo,0|09,23366,10.0,,79.9,79.6,-0.1
GLOBAL,bataiju_change_bin+prev1_keibajo,0|10,12176,8.8,,78.5,76.9,-1.0
GLOBAL,bataiju_change_bin+prev1_keibajo,0|30,200,3.5,,70.7,75.2,-0.3
GLOBAL,bataiju_change_bin+prev1_keibajo,0|35,131,5.3,,33.4,88.9,-0.4
GLOBAL,bataiju_change_bin+prev1_keibajo,0|42,116,4.3,,51.3,65.7,-0.7
GLOBAL,bataiju_change_bin+prev1_keibajo,0|43,137,5.1,,57.2,115.3,0.8
GLOBAL,bataiju_change_bin+prev1_keibajo,0|44,194,11.3,,121.9,98.2,2.1
GLOBAL,bataiju_change_bin+prev1_keibajo,0|45,279,4.7,,34.7,59.9,-1.8
GLOBAL,bataiju_change_bin+prev1_keibajo,0|46,101,2.0,,5.9,42.2,-1.2
GLOBAL,bataiju_change_bin+prev1_keibajo,0|47,143,2.1,,28.7,90.5,-0.2
GLOBAL,bataiju_change_bin+prev1_keibajo,0|48,183,2.7,,34.7,47.8,-1.4
GLOBAL,bataiju_change_bin+prev1_keibajo,0|50,333,5.4,,99.0,95.9,1.3
GLOBAL,bataiju_change_bin+prev1_keibajo,0|54,35,2.9,,14.8,91.4,-0.2
GLOBAL,bataiju_change_bin+prev1_keibajo,0|55,73,4.1,,42.0,40.8,-1.2
GLOBAL,bataiju_change_bin+prev1_keibajo,0|G0,47,21.3,,118.3,93.1,1.2
GLOBAL,bataiju_change_bin+prev1_keibajo,10|01,1216,7.6,,80.0,77.5,-0.3
GLOBAL,bataiju_change_bin+prev1_keibajo,10|02,792,6.9,,73.2,66.5,-1.5
GLOBAL,bataiju_change_bin+prev1_keibajo,10|03,2543,6.3,,63.2,73.6,-2.1
GLOBAL,bataiju_change_bin+prev1_keibajo,10|04,2662,6.9,,71.4,81.9,-0.3
GLOBAL,bataiju_change_bin+prev1_keibajo,10|05,4507,9.6,,77.4,74.6,-1.7
GLOBAL,bataiju_change_bin+prev1_keibajo,10|06,2882,9.1,,83.2,82.4,0.8
GLOBAL,bataiju_change_bin+prev1_keibajo,10|07,2896,9.7,,77.7,83.3,0.5
GLOBAL,bataiju_change_bin+prev1_keibajo,10|08,2500,9.3,,80.0,79.1,-0.2
GLOBAL,bataiju_change_bin+prev1_keibajo,10|09,3601,9.5,,80.3,83.3,0.8
GLOBAL,bataiju_change_bin+prev1_keibajo,10|10,2015,7.1,,76.5,77.1,-0.7
GLOBAL,bataiju_change_bin+prev1_keibajo,10|30,64,4.7,,40.4,65.3,-0.7
GLOBAL,bataiju_change_bin+prev1_keibajo,10|35,31,12.9,,124.7,47.1,-0.3
GLOBAL,bataiju_change_bin+prev1_keibajo,10|42,32,12.5,,226.3,119.7,2.5
GLOBAL,bataiju_change_bin+prev1_keibajo,10|43,35,8.6,,17.1,34.2,-1.6
GLOBAL,bataiju_change_bin+prev1_keibajo,10|44,56,3.6,,92.3,68.9,-0.1
GLOBAL,bataiju_change_bin+prev1_keibajo,10|45,76,1.3,,8.2,68.5,-0.5
GLOBAL,bataiju_change_bin+prev1_keibajo,10|47,36,0.0,,0.0,92.8,-0.0
GLOBAL,bataiju_change_bin+prev1_keibajo,10|48,38,5.3,,34.1,44.8,-1.0
GLOBAL,bataiju_change_bin+prev1_keibajo,10|50,57,5.3,,47.7,72.1,-0.5
GLOBAL,bataiju_change_bin+prev1_keibajo,20|01,182,12.6,,169.6,96.7,3.2
GLOBAL,bataiju_change_bin+prev1_keibajo,20|02,98,5.1,,37.5,51.9,-1.3
GLOBAL,bataiju_change_bin+prev1_keibajo,20|03,259,6.2,,99.9,86.7,0.8
GLOBAL,bataiju_change_bin+prev1_keibajo,20|04,256,7.4,,90.6,87.3,0.6
GLOBAL,bataiju_change_bin+prev1_keibajo,20|05,519,9.6,,87.1,85.6,0.8
GLOBAL,bataiju_change_bin+prev1_keibajo,20|06,246,5.3,,42.7,92.8,-0.1
GLOBAL,bataiju_change_bin+prev1_keibajo,20|07,314,7.0,,98.6,94.4,1.3
GLOBAL,bataiju_change_bin+prev1_keibajo,20|08,233,13.7,,132.1,89.9,2.2
GLOBAL,bataiju_change_bin+prev1_keibajo,20|09,459,9.6,,118.1,90.2,2.2
GLOBAL,bataiju_change_bin+prev1_keibajo,20|10,219,7.8,,64.9,56.8,-1.5
GLOBAL,bataiju_change_bin+prev1_keibajo,30|05,42,11.9,,286.9,110.6,3.2
GLOBAL,bataiju_change_bin+prev1_keibajo,30|07,35,11.4,,130.8,102.7,1.1
GLOBAL,bataiju_change_bin+prev1_keibajo,30|09,49,10.2,,179.0,112.3,2.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,10|0,3172,2.0,,74.3,73.8,-0.9
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,10|1,2574,2.7,,77.0,82.3,0.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,10|2,2950,2.7,,79.5,83.0,0.3
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,10|3,59,0.0,,0.0,15.4,-0.0
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,10|5,2184,2.6,,82.6,80.6,0.2
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,10|6,34,2.9,,89.5,68.5,-0.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,11|0,2450,1.6,,81.1,69.0,-0.8
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,11|1,2166,2.4,,101.5,73.4,0.2
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,11|2,2323,1.7,,55.3,68.5,-1.7
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,11|3,50,6.0,,158.8,82.9,0.8
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,11|5,1791,2.3,,76.4,72.0,-0.8
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,12|0,1916,1.5,,76.4,82.8,0.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,12|1,1680,1.4,,49.4,72.4,-1.3
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,12|2,1771,2.0,,90.9,78.5,0.2
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,12|3,39,5.1,,543.3,99.9,3.7
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,12|5,1504,1.7,,48.1,81.1,-0.8
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,13|0,1399,1.6,,90.7,91.4,0.9
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,13|1,1342,1.6,,45.8,67.6,-1.6
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,13|2,1283,2.3,,116.9,94.7,2.0
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,13|5,1039,1.3,,84.1,76.3,-0.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,14|0,1019,1.7,,102.7,98.0,1.4
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,14|1,995,1.7,,102.6,80.5,0.5
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,14|2,944,1.3,,69.3,86.9,0.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,14|5,753,1.7,,75.7,90.5,0.4
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,15|0,624,1.3,,56.9,52.7,-1.3
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,15|1,665,1.4,,86.3,87.3,0.4
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,15|2,593,1.2,,63.9,68.0,-0.6
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,15|5,474,1.1,,82.4,95.6,0.5
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,16|0,264,2.3,,84.0,72.5,-0.2
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,16|1,374,2.4,,138.1,106.3,1.9
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,16|2,282,2.8,,143.4,68.3,0.5
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,16|5,236,0.8,,21.5,98.8,-0.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,1|0,2023,30.8,,81.5,83.2,1.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,1|1,3929,31.0,,77.2,82.4,0.3
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,1|2,5495,31.4,,74.5,83.2,0.2
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,1|3,157,29.3,,71.9,87.1,0.3
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,1|5,4142,32.0,,78.7,83.8,0.9
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,2|0,2710,17.3,,75.8,78.1,-1.0
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,2|1,3638,18.9,,80.6,82.2,0.7
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,2|2,5198,19.3,,80.3,81.2,0.4
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,2|3,126,22.2,,96.1,85.0,0.8
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,2|5,3934,17.5,,75.0,82.4,0.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,2|6,38,21.1,,111.6,78.1,0.4
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,3|0,3259,12.1,,73.8,80.0,-0.7
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,3|1,3573,12.5,,73.9,76.9,-1.5
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,3|2,4928,12.7,,73.3,79.0,-1.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,3|3,122,16.4,,85.6,73.5,-0.2
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,3|5,3677,13.5,,76.4,76.5,-1.4
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,3|6,32,12.5,,60.7,77.3,-0.3
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,4|0,3718,9.1,,77.8,73.5,-1.7
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,4|1,3447,10.6,,87.0,75.0,-0.5
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,4|2,4747,10.4,,80.3,77.9,-0.5
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,4|3,122,9.0,,68.7,97.7,0.5
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,4|5,3494,9.7,,74.0,80.0,-0.6
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,4|6,36,8.3,,66.7,51.3,-0.7
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,5|0,3996,7.1,,84.2,77.1,-0.2
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,5|1,3432,6.4,,65.3,77.0,-1.7
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,5|2,4543,7.3,,68.3,73.0,-2.7
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,5|3,103,5.8,,39.1,69.5,-0.9
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,5|5,3407,8.2,,82.9,83.9,1.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,5|6,42,9.5,,99.0,103.4,0.8
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,6|0,4209,4.8,,70.3,73.0,-2.0
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,6|1,3352,5.7,,72.9,73.7,-1.6
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,6|2,4420,5.9,,86.6,81.5,0.9
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,6|3,91,7.7,,71.3,63.5,-0.7
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,6|5,3274,5.6,,74.9,78.7,-0.6
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,7|0,4174,4.5,,104.7,78.5,1.6
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,7|1,3303,4.0,,74.6,73.5,-1.3
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,7|2,4258,4.3,,70.7,80.7,-0.6
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,7|3,96,2.1,,66.2,74.4,-0.2
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,7|5,3141,4.2,,75.0,79.7,-0.4
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,8|0,4178,2.9,,83.6,84.4,0.8
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,8|1,3163,3.7,,78.5,81.3,0.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,8|2,3895,4.3,,89.9,84.2,1.4
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,8|3,97,3.1,,53.0,74.0,-0.4
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,8|5,2904,2.9,,61.1,80.6,-0.9
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,9|0,3777,2.4,,85.8,75.8,-0.2
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,9|1,2881,2.7,,81.3,69.4,-1.1
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,9|2,3405,3.3,,89.7,81.1,0.7
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,9|3,90,1.1,,26.1,81.0,-0.3
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,9|5,2592,3.2,,72.9,71.2,-1.3
SURFACE_2_ダ,kijun_ninkijun_fukusho+kyori_tekisei,9|6,32,9.4,,345.3,68.1,2.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|1,32,31.2,,93.2,99.3,1.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|11,121,31.4,,72.5,80.2,-0.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|111,191,31.4,,73.4,85.6,0.3
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|121,553,28.6,,73.9,83.3,0.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|122,1210,29.8,,85.0,84.4,1.5
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|132,840,26.9,,76.6,82.8,0.3
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|133,755,23.8,,76.3,85.0,0.6
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|2,62,33.9,,94.5,85.0,0.6
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|21,941,30.9,,80.8,83.5,0.8
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|211,256,34.4,,86.1,85.0,0.9
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|212,122,33.6,,68.8,79.7,-0.4
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|213,91,33.0,,97.3,75.9,0.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|22,593,28.7,,79.4,86.2,1.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|221,678,29.4,,76.4,82.0,0.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|222,1803,28.6,,76.0,84.7,0.8
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|223,79,40.5,,93.7,89.4,1.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|232,1089,26.4,,73.4,81.9,-0.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|233,1331,29.2,,81.7,86.4,1.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|32,1126,29.0,,75.7,78.5,-0.8
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|321,135,28.9,,80.1,74.7,-0.4
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|322,233,29.6,,88.0,77.2,0.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|323,147,24.5,,70.0,80.9,-0.3
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|33,244,21.3,,52.7,72.8,-1.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|332,146,26.0,,66.9,86.2,0.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,1|333,108,28.7,,78.5,83.9,0.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|11,140,17.1,,72.1,80.3,-0.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|111,158,19.0,,73.7,95.2,0.9
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|121,574,17.2,,79.3,84.6,0.5
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|122,1198,17.2,,80.9,77.0,-0.5
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|132,880,17.6,,77.8,81.4,0.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|133,795,14.1,,67.3,77.7,-1.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|2,67,20.9,,75.9,90.2,0.4
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|21,880,20.1,,86.6,86.9,1.6
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|211,225,23.6,,77.0,88.0,0.6
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|212,125,22.4,,89.7,80.1,0.3
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|213,97,19.6,,84.4,81.4,0.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|22,565,18.6,,77.1,82.4,0.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|221,637,21.0,,85.5,83.6,0.9
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|222,1784,19.5,,87.1,84.4,1.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|223,83,10.8,,58.7,60.6,-1.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|232,1098,16.8,,78.9,79.4,-0.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|233,1380,18.8,,78.9,82.0,0.3
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|32,1175,18.1,,80.8,80.9,0.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|321,136,20.6,,88.0,93.2,1.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|322,233,21.9,,89.9,91.4,1.4
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|323,168,18.5,,84.6,92.0,1.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|33,288,12.8,,55.9,71.8,-1.4
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|332,121,19.8,,83.6,90.0,0.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,2|333,95,21.1,,83.0,100.6,1.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|11,126,14.3,,62.2,66.7,-1.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|111,169,14.2,,84.7,75.4,-0.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|121,552,11.8,,70.3,76.8,-0.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|122,1152,13.2,,75.2,83.2,0.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|132,875,12.7,,75.0,87.9,0.8
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|133,807,11.0,,65.0,77.5,-1.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|2,88,18.2,,149.7,98.8,2.4
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|21,893,11.3,,68.4,85.3,0.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|211,217,12.9,,79.7,75.6,-0.3
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|212,94,18.1,,102.6,106.5,1.8
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|213,91,17.6,,102.3,80.9,0.5
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|22,586,15.5,,88.7,82.4,0.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|221,682,13.8,,70.7,79.0,-0.6
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|222,1808,15.1,,87.6,81.7,1.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|223,83,16.9,,113.9,86.2,1.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|232,1101,12.6,,69.9,79.7,-0.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|233,1324,12.8,,74.0,82.4,-0.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|32,1194,11.6,,71.4,78.0,-0.8
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|321,109,14.7,,56.5,82.7,-0.4
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|322,230,11.3,,100.3,78.5,0.5
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|323,149,10.1,,75.3,91.9,0.5
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|33,293,9.9,,58.1,78.4,-0.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|332,148,11.5,,100.2,90.8,1.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,3|333,113,8.8,,82.0,99.4,0.8
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|11,119,11.8,,106.6,83.3,0.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|111,162,13.6,,82.9,88.2,0.6
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|121,554,8.7,,71.4,73.4,-0.9
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|122,1179,10.3,,77.0,81.6,0.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|132,949,10.9,,83.3,74.9,-0.5
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|133,834,8.8,,68.2,84.1,-0.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|2,79,17.7,,128.9,101.6,2.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|21,828,9.7,,77.1,80.0,-0.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|211,221,10.0,,105.8,74.3,0.3
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|212,102,6.9,,50.4,50.6,-1.4
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|213,104,14.4,,98.8,90.2,0.9
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|22,535,11.6,,121.2,81.3,1.8
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|221,616,12.3,,77.7,68.7,-1.3
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|222,1667,10.3,,71.2,76.2,-1.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|223,101,9.9,,50.8,58.4,-1.3
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|232,1133,9.4,,66.8,75.7,-1.3
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|233,1372,8.5,,77.9,73.3,-1.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|32,1237,7.9,,66.2,79.3,-0.8
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|321,111,9.9,,108.2,70.1,0.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|322,220,6.4,,39.5,85.3,-0.6
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|323,172,4.1,,66.3,57.0,-1.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|33,310,6.1,,55.2,81.1,-0.5
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|332,136,5.9,,37.5,70.8,-1.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,4|333,110,8.2,,70.8,58.9,-0.9
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|1,31,3.2,,31.8,79.9,-0.3
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|11,112,4.5,,31.9,73.3,-0.8
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|111,184,11.4,,126.0,79.3,1.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|121,551,6.5,,70.8,68.6,-1.1
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|122,1158,8.0,,64.8,73.7,-1.5
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|132,902,8.3,,92.6,85.5,1.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|133,809,7.0,,81.1,69.9,-0.9
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|2,74,8.1,,80.6,68.5,-0.3
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|21,830,8.2,,61.6,68.3,-2.0
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|211,195,7.7,,83.5,66.9,-0.6
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|212,89,5.6,,73.8,74.8,-0.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|213,88,1.1,,4.9,57.1,-0.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|22,545,9.9,,131.6,100.1,3.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|221,622,6.6,,66.8,74.0,-0.9
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|222,1599,7.1,,79.1,78.7,-0.2
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|223,74,2.7,,22.7,63.9,-0.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|232,1192,7.4,,78.1,73.2,-0.9
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|233,1316,7.2,,72.6,69.0,-1.7
SURFACE_2_芝,shirushi_code_1+taikei_tomo,5|32,1197,7.2,,77.7,77.6,-0.4
