segment,factors,type,grade,n_factors,is_cross,has_shirushi,orig_avg_place_roi,orig_total_samples,orig_pass_rate,n_valid_bets,mean_place_roi,std_individual,conservative_roi_lb,filter1_pass,oot_n_bets,oot_mean_roi,oot_conservative_roi,oot_roi_2023,oot_roi_2024,oot_roi_2025,oot_min_yearly_roi,filter2_pass,oot_skip_reason,cross_gain,filter3_pass,shirushi_filter_applied,best_shirushi_clb,optimal_odds_threshold,optimal_rank_threshold,shirushi_market_gap_roi,filter4_pass,all_pass,scaling_raw_score
KEIBAJO_SURFACE_02_芝,prev1_corner4_bin,code,C,1,False,False,80.1,7239,0.5,7239,79.86,193.35,75.4,False,1992,80.61,72.51,82.1,74.4,84.8,74.4,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,hobokusaki_rank+shirushi_code_2,combo,C,2,True,True,80.1,88793,0.5,88793,81.03,142.71,80.09,True,26708,81.19,79.52,81.8,81.1,80.6,80.6,True,,0.13,True,True,78.88,10.0,3.0,80.19,True,True,-14.91
SURFACE_2_芝,moshoku_code+shirushi_code_4,combo,C,2,True,True,80.1,93812,0.5,93686,79.2,122.41,78.41,False,28092,79.3,77.87,80.1,79.1,78.7,78.7,False,,0.0,False,True,76.62,10.0,3.0,77.71,False,False,
KEIBAJO_SURFACE_09_芝,shirushi_code_6,numeric,C,1,False,True,80.1,12703,0.5,12703,79.87,126.6,77.67,False,3018,79.94,75.46,78.5,79.5,81.7,78.5,False,,,False,True,75.88,15.0,3.0,78.99,False,False,
KEIBAJO_SURFACE_08_芝,kyori,numeric,C,1,False,False,80.1,17759,0.5,17672,79.35,183.74,76.64,False,6386,79.37,74.96,76.1,81.3,79.1,76.1,False,,,False,False,,,,,False,False,
GLOBAL,shirushi_code_2,numeric,C,1,False,True,80.1,192442,0.5,192442,80.45,141.0,79.82,True,57438,80.52,79.4,80.7,80.5,80.3,80.3,True,,,True,True,78.47,10.0,3.0,79.35,True,True,-15.18
GLOBAL,shirushi_code_5+uma_deokure_ritsu,combo,B,2,True,True,80.0,175182,0.5,167290,79.89,136.64,79.23,True,49912,79.4,78.26,79.9,79.9,78.3,78.3,True,,-0.03,False,True,77.78,10.0,3.0,78.69,False,False,
GLOBAL,kishu_shisu+shirushi_code_1,combo,C,2,True,True,80.0,223147,0.5,221101,79.68,142.88,79.09,True,65799,79.95,78.87,80.7,79.4,79.8,79.4,True,,-0.01,False,True,77.8,10.0,3.0,78.6,False,False,
KEIBAJO_SURFACE_03_障,shirushi_code_2,numeric,C,1,False,True,80.0,1061,0.5,1061,79.91,131.87,71.97,False,285,80.04,61.44,79.1,97.0,57.8,57.8,False,,,False,True,65.84,5.0,3.0,76.35,False,False,
KEIBAJO_SURFACE_02_芝,pace_shisu_juni,numeric,C,1,False,False,80.0,8160,0.5,8160,78.73,189.38,74.62,False,2231,79.51,71.93,80.2,73.4,84.3,73.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_ダ,shirushi_code_3,numeric,C,1,False,True,80.0,15338,0.5,15338,79.97,130.01,77.91,False,3691,82.42,77.91,83.1,80.9,82.4,80.9,False,,,False,True,75.92,5.0,3.0,78.61,False,False,
KEIBAJO_SURFACE_10_ダ,bac_tosu,numeric,C,1,False,False,80.0,10096,0.5,9991,78.29,195.93,74.45,False,2837,80.57,73.47,81.7,77.1,84.6,77.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_ダ,bac_shubetsu,numeric,C,1,False,False,80.0,21346,0.5,21346,79.07,195.81,76.45,False,6282,80.57,75.71,80.4,79.3,81.7,79.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_芝,shirushi_code_3,numeric,C,1,False,True,80.0,12430,0.5,12430,79.89,129.5,77.61,False,3718,79.58,75.67,83.2,79.7,75.8,75.8,False,,,False,True,75.93,10.0,3.0,79.12,False,False,
KEIBAJO_SURFACE_06_ダ,manken_shirushi,numeric,C,1,False,False,80.0,19090,0.5,19090,81.12,180.59,78.56,False,5744,80.15,75.56,78.7,79.2,82.6,78.7,False,,,False,False,,,,,False,False,
GLOBAL,prev1_corner4_bin+shirushi_code_2,combo,C,2,True,True,80.0,174709,0.5,174709,80.45,141.81,79.78,True,51946,80.47,79.28,80.5,80.5,80.4,80.4,True,,-0.01,False,True,78.42,10.0,3.0,79.35,False,False,
KEIBAJO_SURFACE_10_芝,bac_shubetsu,numeric,C,1,False,False,80.0,16948,0.5,16948,80.11,203.08,77.06,False,4996,80.55,74.89,79.8,80.4,81.8,79.8,False,,,False,False,,,,,False,False,
GLOBAL,prev2_chakujun+shirushi_code_2,combo,B,2,True,True,79.9,161290,0.5,160805,80.65,142.53,79.96,True,47483,80.6,79.36,80.9,80.6,80.2,80.2,True,,0.18,True,True,78.72,15.0,3.0,79.68,True,True,-15.04
KEIBAJO_SURFACE_10_障,shirushi_code_2,numeric,C,1,False,True,79.9,911,0.5,911,80.67,125.95,72.49,False,402,77.34,65.54,76.8,68.9,92.4,68.9,False,,,False,True,66.5,5.0,3.0,77.33,False,False,
SURFACE_2_芝,babajotai_heavy+prev3_chakujun,combo,C,2,True,False,79.9,120239,0.5,120060,79.74,191.53,78.66,False,35160,78.98,77.05,79.8,77.8,79.3,77.8,False,,-0.01,False,False,,,,,False,False,
SURFACE_2_ダ,bac_tosu+shirushi_code_3,combo,C,2,True,True,79.9,94586,0.5,94216,79.69,132.55,78.84,False,28190,79.58,78.08,78.8,79.4,80.4,78.8,False,,0.01,False,True,77.21,10.0,3.0,78.4,False,False,
KEIBAJO_SURFACE_08_ダ,uma_tokki_1,numeric,C,1,False,False,79.9,14981,0.5,11041,81.26,199.5,77.54,False,4640,78.01,72.79,79.8,79.4,75.2,75.2,False,,,False,False,,,,,False,False,
SURFACE_2_芝,shirushi_code_2+yy_int,combo,C,2,True,True,79.9,92369,0.5,92369,79.92,138.83,79.02,True,27709,80.17,78.57,79.9,80.2,80.4,79.9,True,,0.0,True,True,77.41,10.0,3.0,78.65,False,False,
SURFACE_2_ダ,kyakushitsu+shirushi_code_2,combo,C,2,True,True,79.9,93280,0.5,93280,80.9,143.26,79.98,True,27752,81.0,79.37,81.6,80.8,80.6,80.6,True,,0.0,True,True,78.75,10.0,3.0,80.03,True,True,-15.02
SURFACE_2_芝,shirushi_code_2,numeric,C,1,False,True,79.9,92369,0.5,92369,79.92,138.83,79.02,True,27709,80.17,78.57,79.9,80.2,80.4,79.9,True,,,True,True,77.41,10.0,3.0,78.65,False,False,
KEIBAJO_SURFACE_03_芝,bac_shubetsu,numeric,C,1,False,False,79.9,14090,0.5,14090,79.49,205.02,76.11,False,4400,77.54,71.82,76.9,74.4,81.1,74.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_ダ,kyori,numeric,C,1,False,False,79.9,21346,0.5,21346,79.07,195.81,76.45,False,6282,80.57,75.71,80.4,79.3,81.7,79.3,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,hizume_code+kyakushitsu,combo,A,2,True,False,79.8,163579,0.5,163125,79.01,194.11,78.07,False,47323,78.53,76.86,78.0,77.6,80.0,77.6,False,,-0.0,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_ダ,gekiso_type,code,A,1,False,False,79.8,3973,0.5,3973,79.53,231.59,72.33,False,1135,81.33,68.61,78.6,74.0,94.6,74.0,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,kyakushitsu+prev2_chakujun,combo,A,2,True,False,79.8,151214,0.5,150733,79.4,193.02,78.43,False,43283,78.8,77.07,78.6,78.0,79.9,78.0,False,,-0.01,False,False,,,,,False,False,
SURFACE_2_ダ,bac_tosu+shirushi_code_5,combo,C,2,True,True,79.8,93871,0.5,93500,79.64,139.26,78.75,False,27934,79.73,78.17,79.5,80.3,79.4,79.4,False,,0.0,False,True,77.1,10.0,3.0,78.34,False,False,
KEIBAJO_SURFACE_01_芝,shirushi_code_3,numeric,C,1,False,True,79.8,5444,0.5,5444,78.94,127.11,75.57,False,1733,80.77,74.66,83.4,84.1,74.8,74.8,False,,,False,True,72.53,5.0,3.0,76.95,False,False,
SURFACE_2_ダ,shirushi_code_6+umaban_clean,combo,C,2,True,True,79.8,94677,0.5,94677,79.21,130.49,78.38,False,28312,79.6,78.12,80.1,78.3,80.4,78.3,False,,0.0,False,True,76.57,5.0,3.0,77.65,False,False,
SURFACE_2_芝,kyi_kyusha_rank+shirushi_code_2,combo,C,2,True,True,79.8,92252,0.5,92183,79.91,138.77,79.01,True,27646,80.09,78.5,79.8,80.2,80.3,79.8,True,,-0.01,False,True,77.38,10.0,3.0,78.62,False,False,
KEIBAJO_SURFACE_09_ダ,shirushi_code_5,numeric,C,1,False,True,79.8,15210,0.5,15210,79.78,137.25,77.6,False,3661,82.11,77.6,84.3,80.8,80.2,80.2,False,,,False,True,75.43,5.0,3.0,78.29,False,False,
KEIBAJO_SURFACE_08_ダ,prev1_kyakushitsu,numeric,C,1,False,False,79.8,19377,0.5,19366,81.08,203.53,78.22,False,6923,78.67,74.33,79.3,78.2,79.0,78.2,False,,,False,False,,,,,False,False,
GLOBAL,kyakushitsu+shirushi_code_2,combo,C,2,True,True,79.8,192433,0.5,192433,80.45,141.0,79.82,True,57429,80.53,79.41,80.7,80.5,80.3,80.3,True,,0.0,True,True,78.48,10.0,3.0,79.35,True,True,-15.18
SURFACE_2_ダ,bataiju_change_bin+prev1_corner4_bin,combo,A,2,True,False,79.7,164807,0.5,164374,79.05,194.59,78.11,False,47446,78.46,76.8,77.9,77.7,79.9,77.7,False,,-0.01,False,False,,,,,False,False,
SURFACE_2_ダ,hizume_code+shirushi_code_1,combo,B,2,True,True,79.7,100933,0.5,99216,80.26,145.96,79.36,True,29506,80.5,78.85,81.4,80.1,80.1,80.1,True,,0.16,True,True,78.11,10.0,3.0,79.31,True,True,-15.64
KEIBAJO_SURFACE_01_ダ,shirushi_code_3,numeric,C,1,False,True,79.7,3861,0.5,3861,80.21,142.24,75.73,False,1227,77.16,70.64,81.9,74.6,75.0,74.6,False,,,False,True,74.44,5.0,3.0,80.33,False,False,
SURFACE_2_ダ,joken_class_code+shirushi_code_5,combo,C,2,True,True,79.7,93871,0.5,93871,79.61,139.16,78.72,False,27958,79.73,78.16,79.5,80.3,79.3,79.3,False,,0.0,False,True,77.09,10.0,3.0,78.33,False,False,
KEIBAJO_SURFACE_04_芝,barei,numeric,C,1,False,False,79.7,18170,0.5,18071,78.03,194.22,75.19,False,5394,76.82,71.84,81.4,74.0,75.1,74.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_芝,kyori,numeric,C,1,False,False,79.7,14090,0.5,14090,79.49,205.02,76.11,False,4400,77.54,71.82,76.9,74.4,81.1,74.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_芝,tenko_code,numeric,C,1,False,False,79.7,16948,0.5,16861,80.12,203.34,77.05,False,4956,80.59,74.9,79.8,80.4,81.8,79.8,False,,,False,False,,,,,False,False,
SURFACE_2_芝,shirushi_code_5+wakuban,combo,C,2,True,True,79.7,92944,0.5,92944,79.87,136.05,78.99,False,27936,79.02,77.48,80.3,79.3,77.5,77.5,False,,0.0,False,True,77.51,10.0,3.0,78.73,False,False,
KEIBAJO_SURFACE_01_ダ,prev1_kyakushitsu,numeric,C,1,False,False,79.7,6723,0.5,6721,82.59,206.03,77.66,False,2099,80.28,72.43,80.5,85.0,75.4,75.4,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,prev1_corner4_bin+shirushi_code_4,combo,C,2,True,True,79.7,88638,0.5,88638,79.35,125.76,78.52,False,26307,79.88,78.36,80.0,78.8,80.9,78.8,False,,0.07,False,True,76.72,5.0,3.0,77.8,False,False,
KEIBAJO_SURFACE_07_ダ,prev1_corner4_bin,code,C,1,False,False,79.7,20144,0.5,20144,79.02,194.98,76.33,False,5797,80.2,75.19,79.6,80.1,80.8,79.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_ダ,prev1_corner4_bin,code,C,1,False,False,79.7,19377,0.5,19377,81.07,203.49,78.2,False,6929,78.62,74.29,79.3,78.2,78.9,78.2,False,,,False,False,,,,,False,False,
SURFACE_2_芝,bac_tosu+kishu_shisu,combo,B,2,True,False,79.6,170977,0.5,162373,78.49,193.37,77.55,False,47859,77.56,75.9,77.6,77.5,77.7,77.5,False,,-0.0,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_ダ,agari_shisu_juni,numeric,B,1,False,False,79.6,10869,0.5,10869,78.18,194.09,74.53,False,3276,79.86,73.39,76.8,81.6,81.1,76.8,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_芝,prev1_kyakushitsu,numeric,C,1,False,False,79.6,12285,0.5,12283,80.76,206.68,77.1,False,3800,79.18,72.9,77.5,76.2,83.3,76.2,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,agari_shisu,numeric,C,1,False,False,79.6,17759,0.5,2745,78.47,200.23,70.98,False,1651,78.9,69.67,69.7,82.1,74.4,69.7,False,,,False,False,,,,,False,False,
SURFACE_2_芝,kyi_kyusha_rank+shirushi_code_5,combo,C,2,True,True,79.6,92841,0.5,92778,79.86,136.02,78.99,False,27881,78.97,77.43,80.3,79.3,77.3,77.3,False,,-0.01,False,True,77.48,10.0,3.0,78.71,False,False,
KEIBAJO_SURFACE_09_ダ,umaban_clean,numeric,C,1,False,False,79.6,27915,0.5,27915,79.24,191.22,77.0,False,6519,78.96,74.54,76.6,84.7,79.1,76.6,False,,,False,False,,,,,False,False,
SURFACE_2_芝,manken_shirushi+shirushi_code_6,combo,C,2,True,True,79.6,65855,0.5,65855,79.84,127.84,78.86,False,19810,79.03,77.32,80.7,78.3,78.0,78.0,False,,0.33,False,True,76.77,5.0,3.0,78.05,False,False,
KEIBAJO_SURFACE_05_芝,shirushi_code_2,numeric,C,1,False,True,79.6,13883,0.5,13883,80.47,139.81,78.14,False,4108,78.66,74.72,77.6,77.9,80.6,77.6,False,,,False,True,75.48,5.0,3.0,78.56,False,False,
KEIBAJO_SURFACE_09_ダ,yy_int,numeric,C,1,False,False,79.6,27915,0.5,27915,79.24,191.22,77.0,False,6519,78.96,74.54,76.6,84.7,79.1,76.6,False,,,False,False,,,,,False,False,
GLOBAL,bac_jouken+shirushi_code_2,combo,C,2,True,True,79.6,192442,0.5,192442,80.45,141.0,79.82,True,57438,80.52,79.4,80.7,80.5,80.3,80.3,True,,0.0,True,True,78.47,10.0,3.0,79.35,True,True,-15.18
KEIBAJO_SURFACE_08_芝,bac_shubetsu,numeric,C,1,False,False,79.6,17759,0.5,17759,79.39,183.85,76.69,False,6414,79.42,75.01,76.3,81.3,79.1,76.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_09_芝,shirushi_code_4,numeric,C,1,False,True,79.6,12700,0.5,12700,79.77,123.36,77.62,False,3012,79.79,75.32,78.3,78.0,82.0,78.0,False,,,False,True,75.62,8.0,3.0,78.63,False,False,
SURFACE_2_芝,shirushi_code_5,numeric,C,1,False,True,79.6,92944,0.5,92944,79.87,136.05,78.99,False,27936,79.02,77.48,80.3,79.3,77.5,77.5,False,,,False,True,77.51,10.0,3.0,78.73,False,False,
KEIBAJO_SURFACE_08_ダ,kyori_tekisei,numeric,C,1,False,False,79.6,21256,0.5,21221,81.08,204.31,78.33,False,7528,78.8,74.62,80.3,78.4,78.4,78.4,False,,,False,False,,,,,False,False,
SURFACE_2_芝,chokyo_yajirushi_code+prev1_corner4_bin,combo,B,2,True,False,79.5,148662,0.5,148655,78.91,189.89,77.95,False,43761,78.23,76.52,78.5,77.8,78.5,77.8,False,,0.0,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_ダ,manken_shirushi,numeric,B,1,False,False,79.5,6215,0.5,6215,78.42,180.78,73.93,False,1792,82.68,74.02,78.6,84.4,85.6,78.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,kyusha_shisu,numeric,C,1,False,False,79.5,17759,0.5,779,76.75,247.53,59.37,False,1066,72.75,59.79,87.3,83.2,78.3,78.3,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,babajotai_heavy+shirushi_code_5,combo,C,2,True,True,79.5,93871,0.5,93871,79.61,139.16,78.72,False,27958,79.73,78.16,79.5,80.3,79.3,79.3,False,,0.0,False,True,77.09,10.0,3.0,78.33,False,False,
KEIBAJO_SURFACE_09_ダ,sogo_shisu,numeric,C,1,False,False,79.5,27915,0.5,2319,76.09,237.02,66.44,False,226,68.72,37.25,64.2,84.2,70.4,64.2,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,shirushi_code_3,numeric,C,1,False,True,79.5,94586,0.5,94586,79.66,132.48,78.81,False,28243,79.52,78.02,78.9,79.4,80.4,78.9,False,,,False,True,77.18,10.0,3.0,78.36,False,False,
KEIBAJO_SURFACE_09_芝,shirushi_code_5,numeric,C,1,False,True,79.5,12587,0.5,12587,78.96,133.15,76.63,False,2998,80.44,75.55,81.0,81.3,79.5,79.5,False,,,False,True,74.23,8.0,3.0,77.51,False,False,
SURFACE_2_ダ,shirushi_code_5,numeric,C,1,False,True,79.5,93871,0.5,93871,79.61,139.16,78.72,False,27958,79.73,78.16,79.5,80.3,79.3,79.3,False,,,False,True,77.09,10.0,3.0,78.33,False,False,
KEIBAJO_SURFACE_03_ダ,prev1_chakujun,numeric,B,1,False,False,79.4,10312,0.5,10276,78.68,192.38,74.96,False,3076,79.54,73.12,78.6,81.4,78.6,78.6,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,prev2_chakujun,numeric,C,1,False,False,79.4,13233,0.5,13150,80.26,183.06,77.13,False,4703,78.27,73.28,74.5,78.4,80.4,74.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_芝,kohan_3f_juni,numeric,C,1,False,False,79.4,14090,0.5,14090,79.49,205.02,76.11,False,4400,77.54,71.82,76.9,74.4,81.1,74.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_02_芝,manken_shisu,numeric,C,1,False,False,79.4,8160,0.5,6944,80.13,189.27,75.68,False,1941,80.93,72.85,80.6,78.9,85.5,78.9,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,kyori+shirushi_code_6,combo,C,2,True,True,79.4,94677,0.5,94446,79.21,130.52,78.37,False,28258,79.59,78.11,80.1,78.3,80.4,78.3,False,,-0.0,False,True,76.57,5.0,3.0,77.65,False,False,
SURFACE_2_ダ,kyi_kyusha_rank+manken_shirushi,combo,C,2,True,False,79.4,111566,0.5,111428,80.06,178.36,79.01,True,33134,79.88,78.0,78.2,80.6,80.8,78.2,True,,-0.06,False,False,,,,,False,False,
SURFACE_2_ダ,bac_jouken+shirushi_code_5,combo,C,2,True,True,79.4,93871,0.5,93871,79.61,139.16,78.72,False,27958,79.73,78.16,79.5,80.3,79.3,79.3,False,,0.0,False,True,77.09,10.0,3.0,78.33,False,False,
KEIBAJO_SURFACE_08_芝,bac_jouken,code,C,1,False,False,79.4,17759,0.5,17759,79.39,183.85,76.69,False,6414,79.42,75.01,76.3,81.3,79.1,76.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,futan_juryo,numeric,C,1,False,False,79.4,17759,0.5,17676,79.52,184.07,76.8,False,6381,79.55,75.12,76.6,81.4,79.1,76.6,False,,,False,False,,,,,False,False,
SURFACE_2_芝,babajotai_heavy+shirushi_code_5,combo,C,2,True,True,79.4,92944,0.5,92944,79.87,136.05,78.99,False,27936,79.02,77.48,80.3,79.3,77.5,77.5,False,,0.0,False,True,77.51,10.0,3.0,78.73,False,False,
KEIBAJO_SURFACE_10_芝,kyori,numeric,C,1,False,False,79.4,16948,0.5,16906,80.13,203.19,77.07,False,4996,80.55,74.89,79.8,80.4,81.8,79.8,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,prev1_kyakushitsu+shirushi_code_5,combo,C,2,True,True,79.4,87600,0.5,87554,79.79,139.15,78.86,False,25963,79.95,78.34,79.6,80.8,79.5,79.5,False,,0.18,False,True,77.24,5.0,3.0,78.44,False,False,
KEIBAJO_SURFACE_06_障,kyakushitsu,numeric,C,1,False,False,79.4,1478,0.5,1478,80.13,179.65,70.97,False,511,77.22,62.02,65.1,84.7,81.6,65.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_06_ダ,yy_int,numeric,C,1,False,False,79.4,30839,0.5,30839,79.42,200.69,77.18,False,8946,78.4,74.4,78.3,73.3,83.5,73.3,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,shirushi_code_6,numeric,C,1,False,True,79.4,94677,0.5,94677,79.21,130.49,78.38,False,28312,79.6,78.12,80.1,78.3,80.4,78.3,False,,,False,True,76.57,5.0,3.0,77.65,False,False,
SURFACE_2_芝,chokyo_shisu,combo,A,1,False,False,79.3,170834,0.5,168886,78.62,190.23,77.71,False,49956,77.47,75.88,77.6,77.5,77.4,77.4,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,manken_shirushi+prev1_corner4,combo,B,2,True,False,79.3,104407,0.5,104002,80.23,178.75,79.15,True,30732,80.16,78.2,78.3,80.8,81.5,78.3,True,,0.12,True,False,,,,,True,True,-15.85
KEIBAJO_SURFACE_01_芝,yy_int,numeric,C,1,False,False,79.3,9819,0.5,9819,79.32,187.58,75.61,False,3102,77.48,71.29,81.2,79.5,71.5,71.5,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_08_芝,shirushi_code_3,numeric,C,1,False,True,79.3,10241,0.5,10241,80.0,126.57,77.55,False,3750,78.57,74.67,83.2,75.6,79.3,75.6,False,,,False,True,75.43,5.0,3.0,78.68,False,False,
KEIBAJO_SURFACE_03_芝,bac_jouken,code,C,1,False,False,79.3,14090,0.5,14090,79.49,205.02,76.11,False,4400,77.54,71.82,76.9,74.4,81.1,74.4,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,shirushi_code_3+tenko_code,combo,C,2,True,True,79.3,94586,0.5,94444,79.65,132.49,78.81,False,28220,79.53,78.02,78.9,79.4,80.3,78.9,False,,-0.0,False,True,77.17,10.0,3.0,78.35,False,False,
KEIBAJO_SURFACE_08_芝,ten_shisu_juni,numeric,C,1,False,False,79.3,17759,0.5,17759,79.39,183.85,76.69,False,6414,79.42,75.01,76.3,81.3,79.1,76.3,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_ダ,shirushi_code_2,numeric,C,1,False,True,79.3,5083,0.5,5083,79.62,137.54,75.84,False,1482,79.86,72.65,82.6,77.2,80.0,77.2,False,,,False,True,73.46,5.0,3.0,78.29,False,False,
SURFACE_2_芝,chokyo_shisu,numeric,C,1,False,False,79.3,170834,0.5,168886,78.62,190.23,77.71,False,49956,77.47,75.88,77.6,77.5,77.4,77.4,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_04_障,manken_shisu,numeric,A,1,False,False,79.2,2615,0.5,935,84.91,213.82,71.2,False,214,69.72,47.09,60.2,73.3,112.5,60.2,False,,,False,False,,,,,False,False,
GLOBAL,chokyo_yajirushi_code+prev3_chakujun,combo,A,2,True,False,79.2,269565,0.5,269047,79.63,192.46,78.9,False,77522,78.7,77.41,79.0,78.1,79.1,78.1,False,,-0.01,False,False,,,,,False,False,
SURFACE_2_ダ,prev2_chakujun+wakuban,combo,B,2,True,False,79.2,151215,0.5,150737,79.4,193.02,78.43,False,43285,78.81,77.08,78.6,78.0,79.9,78.0,False,,-0.02,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_ダ,bac_shubetsu,numeric,C,1,False,False,79.2,10869,0.5,10869,78.18,194.09,74.53,False,3276,79.86,73.39,76.8,81.6,81.1,76.8,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_01_ダ,shirushi_code_4,numeric,C,1,False,True,79.2,3870,0.5,3870,79.83,122.08,75.98,False,1226,77.11,70.82,76.1,76.7,78.5,76.1,False,,,False,True,74.77,5.0,3.0,79.76,False,False,
SURFACE_2_ダ,shirushi_code_6+tenko_code,combo,C,2,True,True,79.2,94677,0.5,94537,79.21,130.51,78.38,False,28290,79.59,78.1,80.1,78.3,80.4,78.3,False,,0.0,False,True,76.57,5.0,3.0,77.65,False,False,
SURFACE_2_芝,shirushi_code_4+yy_int,combo,C,2,True,True,79.2,93812,0.5,93812,79.2,122.43,78.41,False,28198,79.27,77.84,80.1,79.0,78.8,78.8,False,,0.0,False,True,76.6,10.0,3.0,77.69,False,False,
KEIBAJO_SURFACE_08_芝,shirushi_code_6,numeric,C,1,False,True,79.2,10266,0.5,10266,79.57,125.67,77.14,False,3757,79.15,75.28,88.1,75.0,78.1,75.0,False,,,False,True,74.86,5.0,3.0,78.07,False,False,
SURFACE_2_ダ,shirushi_code_3+uma_deokure_ritsu,combo,A,2,True,True,79.1,88273,0.5,79710,79.99,132.36,79.07,True,23713,79.89,78.27,78.3,79.7,81.2,78.3,True,,0.17,True,True,77.21,5.0,3.0,78.37,False,False,
SURFACE_2_ダ,kishu_minarai_code+shirushi_code_3,combo,C,2,True,True,79.1,15033,0.5,14548,80.49,144.15,78.14,False,4631,81.25,77.1,79.0,81.5,83.5,79.0,False,,0.64,False,True,76.75,15.0,3.0,79.7,False,False,
SURFACE_2_ダ,prev1_corner4+shirushi_code_1,combo,C,2,True,True,79.1,101534,0.5,101016,80.22,145.83,79.32,True,29841,80.73,79.08,81.2,80.2,80.7,80.2,True,,0.14,True,True,78.06,10.0,3.0,79.26,True,True,-15.68
SURFACE_2_芝,bac_jouken+kyusha_hyoka_code,combo,C,2,True,False,79.1,170977,0.5,170977,78.68,190.2,77.78,False,50518,77.79,76.2,78.0,77.6,77.7,77.6,False,,0.0,False,False,,,,,False,False,
KEIBAJO_SURFACE_02_芝,umaban_clean,numeric,C,1,False,False,79.1,8160,0.5,8160,78.73,189.38,74.62,False,2257,79.42,71.88,80.2,74.0,83.8,74.0,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_03_障,bataiju_change_bin,numeric,C,1,False,False,79.1,1915,0.5,1901,79.55,174.54,71.7,False,464,85.91,69.5,83.7,86.1,76.4,76.4,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,kyi_kyusha_rank+shirushi_code_5,combo,C,2,True,True,79.1,93837,0.5,93742,79.6,139.19,78.71,False,27915,79.68,78.11,79.5,80.3,79.2,79.2,False,,-0.01,False,True,77.08,10.0,3.0,78.33,False,False,
KEIBAJO_SURFACE_09_芝,wakuban,numeric,C,1,False,False,79.1,21956,0.5,21956,78.77,186.11,76.31,False,5189,78.37,73.57,81.2,76.3,76.1,76.1,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_10_芝,kyusha_shisu,numeric,C,1,False,False,79.1,16948,0.5,6537,80.11,223.0,74.7,False,2482,79.84,71.79,76.8,80.9,85.9,76.8,False,,,False,False,,,,,False,False,
KEIBAJO_SURFACE_07_ダ,dochu_juni,numeric,C,1,False,False,79.1,21346,0.5,21346,79.07,195.81,76.45,False,6282,80.57,75.71,80.4,79.3,81.7,79.3,False,,,False,False,,,,,False,False,
SURFACE_2_ダ,prev1_kyakushitsu+shirushi_code_4,combo,C,2,True,True,79.1,88638,0.5,88595,79.34,125.75,78.51,False,26285,79.9,78.39,80.1,78.8,80.9,78.8,False,,0.06,False,True,76.71,5.0,3.0,77.79,False,False,
KEIBAJO_SURFACE_09_芝,shirushi_code_2,numeric,C,1,False,True,79.1,12524,0.5,12524,79.06,133.8,76.72,False,2956,79.11,74.45,78.2,80.5,79.6,78.2,False,,,False,True,74.16,15.0,3.0,77.46,False,False,
KEIBAJO_SURFACE_06_障,kyi_kyusha_rank,numeric,A,1,False,False,79.0,1476,0.5,1401,80.41,182.21,70.87,False,482,79.05,63.05,65.1,78.1,84.6,65.1,False,,,False,False,,,,,False,False,
