rank,source,segment,factor,factor_type,grade,mark,score_std,n_bins,edge_bins,avg_win_roi,avg_place_roi,best_bin_win_roi,best_bin_place_roi,total_samples
201,phase1,KEIBAJO_SURFACE_05_芝,chokyoshi_rank,code,B,★,2.458,5,1,63.8,74.1,107.0,89.7,2352
202,phase1,KEIBAJO_SURFACE_05_芝,ichi_shisu_juni,numeric,B,★,2.454,8,1,59.8,76.6,106.9,90.0,2355
203,phase1,KEIBAJO_SURFACE_05_ダ,kishu_kitai_sanchakunai_ritsu,numeric,B,★,2.451,10,1,74.6,78.2,126.0,108.9,2857
204,phase1,KEIBAJO_SURFACE_02_ダ,babajotai_code_dirt,numeric,B,★,2.441,3,1,84.6,75.6,118.9,77.6,4335
205,phase1,KEIBAJO_SURFACE_03_障,gekiso_type,code,B,★,2.429,6,1,80.5,85.5,127.5,147.5,692
206,phase1,KEIBAJO_SURFACE_04_芝,chokyo_yajirushi_code,numeric,B,★,2.428,3,0,60.9,85.3,82.1,99.0,14769
207,phase1,KEIBAJO_SURFACE_04_障,tenko_code,numeric,B,★,2.428,3,1,107.1,97.3,141.4,108.8,2167
208,phase1,KEIBAJO_SURFACE_02_ダ,ichi_shisu_juni,numeric,B,★,2.422,9,1,69.7,73.0,111.8,81.0,4335
209,phase1,KEIBAJO_SURFACE_02_芝,prev3_chakujun,numeric,B,★,2.421,10,3,86.7,81.4,131.7,102.4,5024
210,phase1,KEIBAJO_SURFACE_01_ダ,prev2_chakujun,numeric,B,★,2.415,9,1,83.7,80.9,141.0,91.9,5258
211,phase1,KEIBAJO_SURFACE_05_ダ,prev3_chakujun,numeric,B,★,2.411,9,2,80.4,78.9,128.6,105.4,2167
212,phase1,KEIBAJO_SURFACE_05_ダ,gekiso_type,code,B,★,2.407,6,1,63.3,85.2,101.9,150.8,1055
213,phase1,KEIBAJO_SURFACE_05_ダ,yoso_juni,numeric,B,★,2.406,10,1,73.2,77.6,106.7,114.2,2857
214,phase1,KEIBAJO_SURFACE_05_芝,idm,numeric,B,★,2.405,10,1,70.7,77.9,121.7,91.1,2355
215,phase1,KEIBAJO_SURFACE_03_ダ,kijun_odds_fukusho,numeric,B,★,2.4,10,2,89.3,80.3,151.4,88.2,9276
216,phase1,KEIBAJO_SURFACE_03_障,shirushi_code_1,numeric,B,★,2.399,6,1,79.4,76.6,125.1,89.7,1023
217,phase1,KEIBAJO_SURFACE_02_ダ,kohan_3f_sa,numeric,B,★,2.396,9,0,69.1,71.7,99.1,89.9,4335
218,phase1,KEIBAJO_SURFACE_05_ダ,taikei_dou,numeric,B,★,2.396,6,1,74.8,76.3,120.7,88.9,2600
219,phase1,KEIBAJO_SURFACE_02_ダ,umaban_clean,numeric,B,★,2.39,10,2,70.1,72.8,121.7,84.0,4335
220,phase1,KEIBAJO_SURFACE_02_芝,prev1_bataiju,numeric,B,★,2.39,10,4,85.9,80.1,126.3,96.3,5719
221,phase1,KEIBAJO_SURFACE_03_ダ,manken_shisu,numeric,B,★,2.387,10,3,88.2,81.1,128.3,98.5,9110
222,phase1,KEIBAJO_SURFACE_03_ダ,chokyoshi_rank,code,B,★,2.387,5,2,86.4,79.7,117.3,86.5,9274
223,phase1,KEIBAJO_SURFACE_05_ダ,ichi_shisu_juni,numeric,B,★,2.383,9,1,74.2,77.2,120.9,94.0,2857
224,phase1,KEIBAJO_SURFACE_04_障,shirushi_code_2,numeric,B,★,2.378,5,1,94.1,75.5,138.2,98.8,1174
225,phase1,KEIBAJO_SURFACE_05_芝,gekiso_shisu,numeric,B,★,2.369,10,1,70.4,78.1,109.7,94.5,2355
226,phase1,KEIBAJO_SURFACE_02_ダ,ten_shisu_juni,numeric,B,★,2.365,10,2,69.1,73.3,103.3,86.6,4335
227,phase1,KEIBAJO_SURFACE_01_芝,ichi_shisu,numeric,B,★,2.359,10,1,80.3,78.3,144.7,95.5,8074
228,phase1,KEIBAJO_SURFACE_04_障,moshoku_code,numeric,B,★,2.358,4,1,82.0,78.4,111.3,90.3,2167
229,phase1,KEIBAJO_SURFACE_03_ダ,gekiso_type,code,B,★,2.347,6,2,87.3,85.1,126.8,93.4,3492
230,phase1,KEIBAJO_SURFACE_03_ダ,prev1_chakujun,numeric,B,★,2.342,10,3,92.3,82.9,154.5,94.5,8773
231,phase1,KEIBAJO_SURFACE_03_障,shirushi_code_6,numeric,B,★,2.334,5,1,77.0,75.6,116.3,88.3,889
232,phase1,KEIBAJO_SURFACE_03_障,wakuban,numeric,B,★,2.333,7,1,80.4,81.2,117.5,109.9,1551
233,phase1,KEIBAJO_SURFACE_02_ダ,chokyoshi_rank,code,B,★,2.322,5,0,68.3,71.9,99.9,81.7,4335
234,phase1,KEIBAJO_SURFACE_05_芝,pace_shisu,numeric,B,★,2.321,10,1,71.1,77.7,102.1,96.1,2355
235,phase1,KEIBAJO_SURFACE_05_芝,goal_juni,numeric,B,★,2.321,10,1,69.0,77.2,105.6,96.0,2355
236,phase1,KEIBAJO_SURFACE_05_芝,ten_shisu_juni,numeric,B,★,2.32,10,2,68.2,78.1,103.3,96.0,2355
237,phase1,KEIBAJO_SURFACE_03_障,rotation,numeric,B,★,2.32,9,2,83.0,83.6,128.1,119.5,1551
238,phase1,KEIBAJO_SURFACE_05_ダ,pace_shisu_juni,numeric,B,★,2.318,10,2,74.3,78.8,108.0,95.2,2857
239,phase1,KEIBAJO_SURFACE_03_ダ,kishu_kitai_tansho_ritsu,numeric,B,★,2.311,10,3,80.6,81.0,114.6,90.2,9276
240,phase1,KEIBAJO_SURFACE_02_ダ,pace_shisu_juni,numeric,B,★,2.305,10,1,67.7,72.5,101.8,80.8,4335
241,phase1,KEIBAJO_SURFACE_01_ダ,prev1_chakujun,numeric,B,★,2.299,9,2,84.6,82.9,121.3,98.8,5479
242,phase1,KEIBAJO_SURFACE_05_ダ,joa_ls_shisu,numeric,B,★,2.299,5,1,72.9,77.8,103.1,85.1,2857
243,phase1,KEIBAJO_SURFACE_02_芝,rotation,numeric,B,★,2.295,8,3,89.2,79.5,125.0,88.8,5720
244,phase1,KEIBAJO_SURFACE_03_ダ,dochu_sa,numeric,B,★,2.29,10,4,86.9,79.5,123.2,91.1,9276
245,phase1,KEIBAJO_SURFACE_04_障,chokyoshi_rank,code,B,★,2.283,5,2,92.7,83.2,128.5,97.1,2166
246,phase1,KEIBAJO_SURFACE_05_ダ,uma_tokki_2,numeric,B,★,2.262,9,1,77.2,75.3,110.4,92.4,1971
247,phase1,KEIBAJO_SURFACE_03_ダ,agari_shisu_juni,numeric,B,★,2.261,10,3,87.2,79.9,126.2,91.0,9276
248,phase1,KEIBAJO_SURFACE_03_ダ,prev2_chakujun,numeric,B,★,2.258,10,2,88.4,81.1,136.7,101.9,8273
249,phase1,KEIBAJO_SURFACE_01_ダ,yoso_juni,numeric,B,★,2.254,10,1,81.3,80.4,133.0,95.6,5660
250,phase1,KEIBAJO_SURFACE_04_障,chokyo_shisu,numeric,B,★,2.253,10,3,94.0,83.2,146.3,107.0,2165
251,phase1,KEIBAJO_SURFACE_05_ダ,ten_shisu_juni,numeric,B,★,2.25,10,1,71.8,77.8,116.2,87.2,2857
252,phase1,KEIBAJO_SURFACE_04_障,umaban_clean,numeric,B,★,2.247,10,3,89.1,84.0,130.0,100.3,2167
253,phase1,KEIBAJO_SURFACE_03_ダ,ninki_shisu,numeric,B,★,2.244,10,2,88.0,80.3,133.8,89.6,9276
254,phase1,KEIBAJO_SURFACE_04_芝,sanchimei,code,B,★,2.244,16,1,70.8,77.5,129.6,99.3,14769
255,phase1,KEIBAJO_SURFACE_05_ダ,gekiso_juni,numeric,B,★,2.242,10,0,72.7,75.1,99.0,100.4,2857
256,phase1,KEIBAJO_SURFACE_04_ダ,sanchimei,code,B,★,2.241,14,1,75.7,76.3,144.4,128.8,11901
257,phase1,KEIBAJO_SURFACE_05_ダ,kishu_rank,code,B,★,2.24,5,1,72.3,77.6,110.5,98.9,2846
258,phase1,KEIBAJO_SURFACE_02_芝,kishu_kitai_rentai_ritsu,numeric,B,★,2.238,10,2,83.4,78.6,136.3,90.9,6449
259,phase1,KEIBAJO_SURFACE_03_障,gekiso_shisu,numeric,B,★,2.224,10,2,78.9,80.9,118.9,101.2,1551
260,phase1,KEIBAJO_SURFACE_03_障,uma_tokki_3,numeric,B,★,2.22,9,3,87.2,86.1,111.8,112.8,1160
261,phase1,KEIBAJO_SURFACE_05_芝,prev1_chakujun,numeric,B,★,2.211,9,1,58.7,76.0,109.4,94.9,2020
262,phase1,KEIBAJO_SURFACE_05_芝,rotation,numeric,B,★,2.21,9,1,60.1,77.7,103.9,104.0,2020
263,phase1,KEIBAJO_SURFACE_03_ダ,uma_tokki_1,numeric,B,★,2.209,10,3,90.2,81.2,115.2,91.3,7840
264,phase1,KEIBAJO_SURFACE_05_ダ,chokyo_shisu,numeric,B,★,2.196,10,1,73.6,78.4,103.1,114.3,2857
265,phase1,KEIBAJO_SURFACE_03_ダ,ten_shisu_juni,numeric,B,★,2.192,10,3,91.4,81.1,130.3,96.5,9276
266,phase1,KEIBAJO_SURFACE_05_芝,shirushi_code_5,numeric,B,★,2.192,5,2,79.6,82.4,105.8,103.2,1294
267,phase1,SURFACE_2_ダ,kishu_minarai_code,numeric,B,★,2.189,4,0,76.5,77.9,96.9,81.6,9641
268,phase1,KEIBAJO_SURFACE_04_障,idm,numeric,B,★,2.188,9,3,90.4,81.8,131.6,108.2,2167
269,phase1,KEIBAJO_SURFACE_01_ダ,manken_shisu,numeric,B,★,2.187,10,3,79.8,81.5,112.3,94.3,5660
270,phase1,KEIBAJO_SURFACE_03_芝,bataiju_change_bin,numeric,B,★,2.187,3,1,95.8,81.2,126.6,82.5,10648
271,phase1,KEIBAJO_SURFACE_02_芝,goal_juni,numeric,B,★,2.186,10,3,83.0,78.5,118.6,89.8,6449
272,phase1,KEIBAJO_SURFACE_02_芝,kyi_kyusha_rank,numeric,B,★,2.179,6,1,83.0,76.8,118.4,86.1,6436
273,phase1,KEIBAJO_SURFACE_03_ダ,moshoku_code,numeric,B,★,2.173,4,0,79.8,77.2,97.4,85.2,9276
274,phase1,KEIBAJO_SURFACE_04_障,shirushi_code_3,numeric,B,★,2.17,5,1,95.9,82.5,137.0,102.8,1194
275,phase1,KEIBAJO_SURFACE_03_ダ,kohan_3f_sa,numeric,B,★,2.17,9,3,87.2,79.6,121.4,92.0,9276
276,phase1,KEIBAJO_SURFACE_03_ダ,kohan_3f_juni,numeric,B,★,2.168,10,3,85.4,80.3,130.1,91.1,9276
277,phase1,KEIBAJO_SURFACE_05_芝,shirushi_code_1,numeric,B,★,2.167,6,1,74.9,83.9,106.0,112.0,1482
278,phase1,KEIBAJO_SURFACE_04_ダ,taikei_tomo,numeric,B,★,2.167,10,0,68.9,72.5,96.2,88.0,10784
279,phase1,KEIBAJO_SURFACE_01_ダ,prev3_chakujun,numeric,B,★,2.167,10,2,80.3,80.0,115.8,102.4,5016
280,phase1,KEIBAJO_SURFACE_01_ダ,kishu_minarai_code,numeric,B,★,2.165,3,0,60.9,63.1,83.0,88.9,1374
281,phase1,KEIBAJO_SURFACE_02_芝,kakutoku_shokin_ruikei,numeric,B,★,2.159,9,2,84.7,79.0,128.9,93.5,6449
282,phase1,KEIBAJO_SURFACE_04_ダ,hobokusaki_rank,code,B,★,2.158,5,0,66.9,74.3,86.0,79.0,11375
283,phase1,KEIBAJO_SURFACE_05_芝,prev1_bataiju,numeric,B,★,2.158,10,1,60.7,76.9,114.2,100.1,2016
284,phase1,KEIBAJO_SURFACE_02_芝,kishu_kitai_sanchakunai_ritsu,numeric,B,★,2.152,10,2,82.7,78.7,132.4,91.7,6449
285,phase1,KEIBAJO_SURFACE_05_芝,joa_ls_shisu,numeric,B,★,2.151,6,2,77.5,79.6,113.7,90.0,2355
286,phase1,KEIBAJO_SURFACE_05_ダ,kyusha_shisu,numeric,B,★,2.142,10,2,73.6,78.2,105.0,89.6,2857
287,phase1,KEIBAJO_SURFACE_03_ダ,kijun_ninkijun_tansho,numeric,B,★,2.131,10,2,88.3,79.8,132.7,89.1,9276
288,phase1,KEIBAJO_SURFACE_03_芝,prev1_corner4,numeric,B,★,2.127,10,2,81.3,80.4,123.2,93.4,10650
289,phase1,KEIBAJO_SURFACE_05_ダ,sogo_shisu,numeric,B,★,2.118,10,2,73.1,78.0,105.6,89.9,2857
290,phase1,KEIBAJO_SURFACE_01_芝,taikei_tomo,numeric,B,★,2.117,9,2,72.4,79.6,110.2,98.8,6697
291,phase1,KEIBAJO_SURFACE_05_ダ,rotation,numeric,B,★,2.112,8,1,76.7,79.2,112.2,106.2,2611
292,phase1,KEIBAJO_SURFACE_02_芝,kishu_minarai_code,numeric,B,★,2.112,3,1,77.0,68.7,102.3,72.9,981
293,phase1,KEIBAJO_SURFACE_03_ダ,kijun_ninkijun_fukusho,numeric,B,★,2.112,10,2,88.2,79.8,131.2,88.3,9276
294,phase1,KEIBAJO_SURFACE_05_芝,hobokusaki_rank,code,B,★,2.11,5,0,60.0,76.5,83.2,87.0,2219
295,phase1,KEIBAJO_SURFACE_05_芝,kishu_kitai_sanchakunai_ritsu,numeric,B,★,2.107,10,0,70.4,77.6,90.9,88.7,2355
296,phase1,KEIBAJO_SURFACE_05_芝,kijun_odds_fukusho,numeric,B,★,2.107,10,0,69.4,77.4,99.3,92.2,2355
297,phase1,KEIBAJO_SURFACE_03_障,kijun_odds_tansho,numeric,B,★,2.103,10,2,80.4,80.3,112.7,106.0,1551
298,phase1,KEIBAJO_SURFACE_02_ダ,kijun_ninkijun_fukusho,numeric,B,★,2.103,10,1,72.0,72.5,108.6,82.7,4335
299,phase1,KEIBAJO_SURFACE_03_障,joa_odds_shisu,numeric,B,★,2.103,10,2,80.4,80.3,112.7,106.0,1551
300,phase1,KEIBAJO_SURFACE_03_ダ,uma_start_shisu,numeric,B,★,2.101,8,4,95.2,81.6,118.7,88.0,8707
301,phase1,KEIBAJO_SURFACE_03_ダ,nyukyu_nannichimae,numeric,B,★,2.101,10,5,94.1,78.0,129.9,93.6,5347
302,phase1,KEIBAJO_SURFACE_05_芝,ls_shisu_juni,numeric,B,★,2.1,8,0,65.3,73.6,91.8,86.9,2355
303,phase1,KEIBAJO_SURFACE_02_ダ,gekiso_juni,numeric,B,★,2.099,10,2,72.0,73.2,107.3,92.3,4335
304,phase1,KEIBAJO_SURFACE_03_障,taikei_dou,numeric,B,★,2.097,4,0,68.2,76.0,94.4,88.6,1542
305,phase1,KEIBAJO_SURFACE_03_ダ,gekiso_juni,numeric,B,★,2.096,10,3,86.5,78.8,124.0,90.1,9276
306,phase1,KEIBAJO_SURFACE_04_芝,kyori_tekisei_2,numeric,B,★,2.091,3,0,69.6,74.6,94.8,76.8,2088
307,phase1,KEIBAJO_SURFACE_03_ダ,joho_shisu,numeric,B,★,2.085,7,1,88.7,82.2,134.1,96.6,9276
308,phase1,KEIBAJO_SURFACE_04_ダ,chokyo_shisu,numeric,B,★,2.076,10,1,74.2,76.1,127.7,86.2,11838
309,phase1,KEIBAJO_SURFACE_01_ダ,kyusha_shisu,numeric,B,★,2.074,10,2,79.2,81.4,120.1,106.8,5660
310,phase1,KEIBAJO_SURFACE_03_ダ,hobokusaki_rank,code,B,★,2.074,5,2,84.4,76.7,107.7,88.6,8829
311,phase1,KEIBAJO_SURFACE_05_芝,kishu_kitai_rentai_ritsu,numeric,B,★,2.071,10,0,70.6,78.0,91.9,88.9,2355
312,phase1,KEIBAJO_SURFACE_05_ダ,tenkai_kigo_code,numeric,B,★,2.071,4,1,71.7,84.9,101.5,103.1,2857
313,phase1,KEIBAJO_SURFACE_02_ダ,prev1_keibajo,numeric,B,★,2.071,6,1,75.6,74.2,114.2,89.0,4190
314,phase1,KEIBAJO_SURFACE_02_芝,pace_shisu,numeric,B,★,2.067,10,2,83.1,78.4,118.9,94.3,6449
315,phase1,KEIBAJO_SURFACE_04_障,prev1_keibajo,numeric,B,★,2.065,7,2,92.2,82.5,127.2,96.7,2167
316,phase1,KEIBAJO_SURFACE_05_ダ,agari_shisu_juni,numeric,B,★,2.064,10,1,70.8,76.4,115.0,96.2,2857
317,phase1,KEIBAJO_SURFACE_01_芝,prev1_keibajo,numeric,B,★,2.064,5,1,80.6,85.9,114.3,93.0,7294
318,phase1,KEIBAJO_SURFACE_02_ダ,sogo_shisu,numeric,B,★,2.06,10,1,72.0,73.8,116.6,86.5,4335
319,phase1,KEIBAJO_SURFACE_01_ダ,rotation,numeric,B,★,2.06,7,1,86.5,80.3,133.4,84.7,5480
320,phase1,KEIBAJO_SURFACE_04_障,prev2_chakujun,numeric,B,★,2.052,10,3,92.7,82.8,129.2,115.9,2167
321,phase1,KEIBAJO_SURFACE_03_ダ,ten_shisu,numeric,B,★,2.048,10,3,88.6,80.4,121.4,92.0,9276
322,phase1,KEIBAJO_SURFACE_02_ダ,ichi_shisu,numeric,B,★,2.045,10,1,72.4,73.9,112.7,99.2,4335
323,phase1,KEIBAJO_SURFACE_02_芝,prev1_keibajo,numeric,B,★,2.045,6,1,89.3,78.5,127.3,86.9,5720
324,phase1,KEIBAJO_SURFACE_05_芝,dochu_sa,numeric,B,★,2.044,9,1,65.9,76.4,103.7,93.1,2355
325,phase1,KEIBAJO_SURFACE_02_芝,yoso_juni,numeric,B,★,2.037,10,1,84.2,78.3,133.4,88.0,6449
326,phase1,KEIBAJO_SURFACE_03_ダ,pace_yoso,code,B,★,2.034,3,1,101.5,79.2,130.2,81.4,9276
327,phase1,KEIBAJO_SURFACE_05_ダ,prev1_keibajo,numeric,B,★,2.031,5,0,74.7,73.7,94.9,84.0,2610
328,phase1,KEIBAJO_SURFACE_02_ダ,kijun_ninkijun_tansho,numeric,B,★,2.03,10,1,71.9,72.4,108.5,82.4,4335
329,phase1,SURFACE_2_ダ,class_code,numeric,B,★,2.027,6,0,70.7,79.1,91.1,81.9,32366
330,phase1,KEIBAJO_SURFACE_05_芝,bac_jouken,code,B,★,2.022,6,1,70.7,79.9,109.8,94.3,2355
331,phase1,KEIBAJO_SURFACE_02_ダ,hizume_code,numeric,B,★,2.018,7,0,65.6,73.3,91.7,88.9,4170
332,phase1,KEIBAJO_SURFACE_03_障,kijun_ninkijun_tansho,numeric,B,★,2.017,10,1,76.8,80.4,107.9,105.7,1551
333,phase1,KEIBAJO_SURFACE_02_ダ,dochu_juni,numeric,B,★,2.013,10,1,68.7,71.5,100.3,88.6,4335
334,phase1,KEIBAJO_SURFACE_01_ダ,ichi_shisu_juni,numeric,B,★,2.009,9,2,81.2,82.0,112.2,97.8,5660
335,phase1,KEIBAJO_SURFACE_02_ダ,rotation,numeric,B,★,2.007,7,1,71.5,74.7,108.9,88.1,4191
336,phase1,KEIBAJO_SURFACE_05_芝,kyi_kyusha_rank,numeric,B,★,2.006,6,1,68.1,79.3,103.6,93.5,2352
337,phase1,KEIBAJO_SURFACE_04_ダ,prev3_chakujun,numeric,B,★,2.005,10,1,76.4,78.3,115.6,88.7,9991
338,phase1,KEIBAJO_SURFACE_03_障,chokyo_shisu,numeric,B,★,2.004,10,1,78.8,81.8,109.3,119.6,1547
339,phase1,KEIBAJO_SURFACE_05_芝,kishu_shisu,numeric,B,★,2.003,10,0,71.0,78.1,94.7,88.8,2355
340,phase1,KEIBAJO_SURFACE_01_芝,kijun_ninkijun_fukusho,numeric,B,★,2.003,10,1,75.3,78.3,130.0,89.6,8074
341,phase1,KEIBAJO_SURFACE_01_芝,gekiso_type,code,B,★,2.003,6,1,73.7,75.3,112.8,85.4,3326
342,phase1,KEIBAJO_SURFACE_02_ダ,kohan_3f_juni,numeric,C,,2.0,10,0,69.9,72.2,97.3,81.1,4335
343,phase1,KEIBAJO_SURFACE_04_ダ,manken_shisu,numeric,C,,1.997,10,1,74.7,76.3,124.6,82.2,11848
344,phase1,KEIBAJO_SURFACE_03_ダ,sogo_shisu,numeric,C,,1.996,10,2,88.1,80.4,123.6,89.0,9276
345,phase1,KEIBAJO_SURFACE_05_ダ,kijun_ninkijun_tansho,numeric,C,,1.995,10,1,72.4,79.2,110.7,103.4,2857
346,phase1,KEIBAJO_SURFACE_02_ダ,idm,numeric,C,,1.992,10,1,71.5,74.0,126.3,91.6,4335
347,phase1,GLOBAL,kyori_tekisei,numeric,C,,1.991,5,1,82.8,72.8,119.3,79.6,80346
348,phase1,SURFACE_2_ダ,kyori_tekisei_2,numeric,C,,1.984,3,0,74.1,79.1,92.7,89.4,4232
349,phase1,KEIBAJO_SURFACE_04_ダ,dochu_sa,numeric,C,,1.983,9,0,71.3,74.4,94.3,86.1,11901
350,phase1,KEIBAJO_SURFACE_02_芝,dochu_sa,numeric,C,,1.982,9,2,81.9,79.3,115.6,92.0,6449
351,phase1,KEIBAJO_SURFACE_03_芝,ten_shisu,numeric,C,,1.981,10,2,82.7,80.1,124.5,94.9,12217
352,phase1,KEIBAJO_SURFACE_02_ダ,nyukyu_nannichimae,numeric,C,,1.979,10,2,83.1,74.7,108.9,104.1,1667
353,phase1,KEIBAJO_SURFACE_03_芝,kijun_ninkijun_fukusho,numeric,C,,1.979,10,2,81.7,79.0,126.5,115.8,12217
354,phase1,KEIBAJO_SURFACE_03_芝,kohan_3f_sa,numeric,C,,1.979,9,1,81.7,80.4,132.1,92.1,12217
355,phase1,KEIBAJO_SURFACE_05_ダ,gekiso_shisu,numeric,C,,1.978,10,1,73.8,78.1,102.8,97.9,2857
356,phase1,KEIBAJO_SURFACE_03_芝,kijun_ninkijun_tansho,numeric,C,,1.978,10,2,81.7,79.0,126.5,115.7,12217
357,phase1,KEIBAJO_SURFACE_05_ダ,kijun_ninkijun_fukusho,numeric,C,,1.975,10,0,71.5,79.2,95.3,97.9,2857
358,phase1,KEIBAJO_SURFACE_05_芝,manken_shisu,numeric,C,,1.972,10,1,70.9,77.9,109.3,93.5,2355
359,phase1,KEIBAJO_SURFACE_03_芝,kohan_3f_juni,numeric,C,,1.972,10,1,84.0,79.6,133.9,87.6,12217
360,phase1,KEIBAJO_SURFACE_02_芝,hizume_code,numeric,C,,1.965,7,1,79.4,78.9,106.2,89.9,5637
361,phase1,KEIBAJO_SURFACE_02_ダ,joken_class_code,numeric,C,,1.962,3,1,78.2,75.2,104.6,82.1,4335
362,phase1,KEIBAJO_SURFACE_01_芝,kijun_ninkijun_tansho,numeric,C,,1.96,10,1,75.5,78.5,129.3,91.8,8074
363,phase1,KEIBAJO_SURFACE_04_芝,hizume_code,numeric,C,,1.956,8,1,79.7,76.7,127.5,85.7,12941
364,phase1,KEIBAJO_SURFACE_05_芝,kijun_ninkijun_tansho,numeric,C,,1.951,10,0,68.1,76.8,93.8,96.5,2355
365,phase1,KEIBAJO_SURFACE_02_ダ,kishu_rank,code,C,,1.949,5,0,62.7,68.2,92.3,80.0,4334
366,phase1,KEIBAJO_SURFACE_03_障,hizume_code,numeric,C,,1.948,6,1,78.3,80.7,100.5,108.8,1550
367,phase1,KEIBAJO_SURFACE_03_障,ninki_shisu,numeric,C,,1.947,10,1,79.9,80.9,121.5,107.5,1551
368,phase1,KEIBAJO_SURFACE_03_芝,uma_tokki_1,numeric,C,,1.947,10,2,78.6,78.1,116.5,97.1,9568
369,phase1,KEIBAJO_SURFACE_03_ダ,agari_shisu,numeric,C,,1.944,10,3,88.5,80.5,117.6,95.9,9276
370,phase1,KEIBAJO_SURFACE_03_ダ,manken_shirushi,numeric,C,,1.941,7,1,72.8,81.1,116.3,90.6,5643
371,phase1,KEIBAJO_SURFACE_04_ダ,gekiso_type,code,C,,1.937,6,1,80.0,79.0,100.2,94.4,4656
372,phase1,KEIBAJO_SURFACE_05_ダ,kishu_shisu,numeric,C,,1.936,10,1,77.3,76.2,113.9,90.4,2857
373,phase1,KEIBAJO_SURFACE_01_ダ,gekiso_juni,numeric,C,,1.934,10,1,76.9,82.8,113.7,101.7,5660
374,phase1,KEIBAJO_SURFACE_05_芝,hizume_code,numeric,C,,1.932,8,0,58.6,75.2,84.1,88.8,2010
375,phase1,KEIBAJO_SURFACE_01_芝,manken_shirushi,numeric,C,,1.916,7,1,74.6,80.1,117.7,94.1,5199
376,phase1,KEIBAJO_SURFACE_02_芝,kijun_odds_tansho,numeric,C,,1.916,10,2,82.9,78.6,117.6,88.6,6449
377,phase1,KEIBAJO_SURFACE_02_芝,joa_odds_shisu,numeric,C,,1.916,10,2,82.9,78.6,117.6,88.6,6449
378,phase1,KEIBAJO_SURFACE_02_芝,sogo_shisu,numeric,C,,1.909,10,2,82.7,78.3,127.4,91.7,6449
379,phase1,KEIBAJO_SURFACE_02_芝,uma_start_shisu,numeric,C,,1.908,8,1,77.8,77.9,105.3,88.0,5706
380,phase1,KEIBAJO_SURFACE_02_芝,taikei_tomo,numeric,C,,1.903,10,2,83.1,80.5,109.4,103.5,5285
381,phase1,KEIBAJO_SURFACE_03_ダ,kijun_odds_tansho,numeric,C,,1.901,10,2,88.9,80.3,127.9,95.2,9276
382,phase1,KEIBAJO_SURFACE_03_障,sanchimei,code,C,,1.901,7,1,77.8,85.8,111.0,115.9,1551
383,phase1,KEIBAJO_SURFACE_03_ダ,joa_odds_shisu,numeric,C,,1.901,10,2,88.9,80.3,127.9,95.2,9276
384,phase1,KEIBAJO_SURFACE_03_ダ,pace_shisu,numeric,C,,1.893,10,3,89.0,80.6,124.9,91.6,9276
385,phase1,KEIBAJO_SURFACE_02_芝,agari_shisu,numeric,C,,1.888,10,3,83.0,78.3,113.4,96.4,6449
386,phase1,KEIBAJO_SURFACE_03_芝,taikei_tomo,numeric,C,,1.887,10,3,84.8,80.2,110.2,90.0,10190
387,phase1,KEIBAJO_SURFACE_01_ダ,hobokusaki_rank,code,C,,1.881,5,0,70.5,74.8,100.0,86.1,4820
388,phase1,KEIBAJO_SURFACE_02_芝,ninki_shisu,numeric,C,,1.877,10,1,82.9,78.4,132.7,88.1,6449
389,phase1,KEIBAJO_SURFACE_02_ダ,goal_sa,numeric,C,,1.877,9,0,70.1,72.3,92.5,83.8,4335
390,phase1,KEIBAJO_SURFACE_03_ダ,ichi_shisu_juni,numeric,C,,1.874,9,2,84.3,81.2,125.7,96.6,9276
391,phase1,KEIBAJO_SURFACE_04_ダ,kishu_minarai_code,numeric,C,,1.873,4,0,68.9,76.2,87.6,85.3,3983
392,phase1,KEIBAJO_SURFACE_05_芝,kijun_ninkijun_fukusho,numeric,C,,1.87,10,0,68.5,76.9,93.7,95.5,2355
393,phase1,KEIBAJO_SURFACE_03_ダ,prev3_chakujun,numeric,C,,1.87,10,5,92.6,84.6,130.5,99.5,7701
394,phase1,KEIBAJO_SURFACE_03_芝,agari_shisu,numeric,C,,1.865,10,2,83.0,79.6,120.0,94.2,12217
395,phase1,KEIBAJO_SURFACE_03_芝,prev1_bataiju,numeric,C,,1.864,10,2,84.6,80.7,119.6,91.4,10648
396,phase1,KEIBAJO_SURFACE_02_芝,prev1_corner4,numeric,C,,1.862,10,3,85.7,79.9,114.2,93.9,5720
397,phase1,KEIBAJO_SURFACE_01_ダ,prev1_bataiju,numeric,C,,1.862,10,2,80.3,80.1,108.7,97.6,5477
398,phase1,KEIBAJO_SURFACE_02_ダ,pace_shisu,numeric,C,,1.856,10,1,72.5,74.2,113.3,98.3,4335
399,phase1,KEIBAJO_SURFACE_05_ダ,shirushi_code_2,numeric,C,,1.856,5,1,75.8,79.8,104.3,92.3,1432
400,phase1,KEIBAJO_SURFACE_03_障,shirushi_code_5,numeric,C,,1.856,5,1,80.8,83.8,102.3,102.4,882
401,phase1,KEIBAJO_SURFACE_05_ダ,prev2_chakujun,numeric,C,,1.85,9,1,75.7,78.6,109.7,91.8,2409
402,phase1,KEIBAJO_SURFACE_03_ダ,dochu_juni,numeric,C,,1.843,10,2,89.1,80.0,116.0,100.2,9276
