adoption_rank,rank,source,segment,factors,type,grade,score_std,total_bins,valid_bins,pass_bins,pass_rate,decision,avg_place_roi,avg_win_roi,best_place_roi,best_win_roi,total_samples
5217,5243,phase2,SURFACE_2_芝,babajotai_heavy+prev1_corner4_bin,combo,C,0.601,12,12,3,0.25,不採用,79.5,79.6,83.9,91.1,148662
5218,5460,phase1,SURFACE_2_ダ,futan_juryo,numeric,C,0.474,14,12,3,0.25,不採用,79.5,84.2,133.4,176.5,177971
5219,4698,phase1,KEIBAJO_SURFACE_06_ダ,prev1_corner4_bin,code,C,0.843,4,4,1,0.25,不採用,79.3,78.9,84.4,90.9,27707
5220,4990,phase1,KEIBAJO_SURFACE_10_ダ,prev1_corner4_bin,code,C,0.712,4,4,1,0.25,不採用,79.3,79.3,84.3,90.8,9875
5221,5303,phase1,KEIBAJO_SURFACE_09_ダ,prev1_corner4_bin,code,C,0.57,4,4,1,0.25,不採用,79.2,76.9,82.2,85.2,25599
5222,5568,phase1,SURFACE_2_芝,manken_shirushi,numeric,C,0.41,8,8,2,0.25,不採用,79.2,78.3,82.6,88.2,108336
5223,5901,phase1,KEIBAJO_SURFACE_08_ダ,kyori,numeric,C,0.116,4,4,1,0.25,不採用,79.1,80.1,81.5,82.0,21508
5224,5902,phase1,KEIBAJO_SURFACE_09_ダ,bac_shubetsu,numeric,C,0.115,4,4,1,0.25,不採用,79.1,77.2,80.2,82.1,27915
5225,4459,phase1,KEIBAJO_SURFACE_04_芝,kyori,numeric,C,0.958,8,8,2,0.25,不採用,79.0,79.3,92.8,97.8,18170
5226,5603,phase1,KEIBAJO_SURFACE_08_ダ,bac_shubetsu,numeric,C,0.382,4,4,1,0.25,不採用,79.0,79.1,83.4,85.0,21508
5227,5631,phase1,SURFACE_2_ダ,umaban_clean,numeric,C,0.367,16,16,4,0.25,不採用,79.0,79.0,85.2,89.8,177971
5228,5877,phase1,KEIBAJO_SURFACE_06_ダ,bac_shubetsu,numeric,C,0.163,4,4,1,0.25,不採用,79.0,80.2,81.7,92.0,30839
5229,5017,phase1,KEIBAJO_SURFACE_05_ダ,prev1_corner4,numeric,C,0.701,18,16,4,0.25,不採用,78.9,70.6,117.3,95.5,25772
5230,5481,phase1,KEIBAJO_SURFACE_07_ダ,prev1_kyakushitsu,numeric,C,0.46,4,4,1,0.25,不採用,78.9,75.5,81.8,82.8,20144
5231,5860,phase1,KEIBAJO_SURFACE_06_芝,bac_shubetsu,numeric,C,0.186,4,4,1,0.25,不採用,78.9,79.9,81.0,82.5,22719
5232,4458,phase1,KEIBAJO_SURFACE_01_芝,prev1_corner4_bin,code,C,0.959,4,4,1,0.25,不採用,78.8,72.0,83.6,82.3,8863
5233,4841,phase1,KEIBAJO_SURFACE_06_ダ,kijun_ninkijun_tansho,numeric,C,0.78,16,16,4,0.25,不採用,78.8,74.6,110.1,107.0,30839
5234,5231,phase2,GLOBAL,bac_jouken+yy_int,combo,C,0.605,60,60,15,0.25,不採用,78.8,80.0,85.7,94.9,360874
5235,5688,phase1,KEIBAJO_SURFACE_08_芝,prev1_corner4_bin,code,C,0.32,4,4,1,0.25,不採用,78.8,77.5,82.8,82.1,15131
5236,5878,phase1,GLOBAL,bac_course,numeric,C,0.161,4,4,1,0.25,不採用,78.8,78.5,81.0,80.0,171109
5237,5879,phase1,SURFACE_2_芝,bac_course,numeric,C,0.161,4,4,1,0.25,不採用,78.8,78.5,81.0,80.1,170977
5238,5212,phase1,KEIBAJO_SURFACE_09_芝,bac_shubetsu,numeric,C,0.615,4,4,1,0.25,不採用,78.7,81.2,80.8,89.8,21956
5239,5589,phase1,KEIBAJO_SURFACE_05_芝,kyori,numeric,C,0.394,8,8,2,0.25,不採用,78.7,72.0,93.9,101.5,24227
5240,5599,phase1,SURFACE_2_ダ,wakuban,numeric,C,0.387,8,8,2,0.25,不採用,78.6,78.2,83.0,83.6,177971
5241,3291,phase1,KEIBAJO_SURFACE_02_ダ,kishu_kitai_sanchakunai_ritsu,numeric,C,1.691,35,12,3,0.25,不採用,78.5,95.0,190.2,384.5,5502
5242,4306,phase1,KEIBAJO_SURFACE_09_ダ,dochu_juni,numeric,C,1.041,16,16,4,0.25,不採用,78.4,76.7,88.7,107.6,27915
5243,5707,phase1,SURFACE_2_ダ,ichi_shisu_juni,numeric,C,0.304,16,16,4,0.25,不採用,78.4,78.3,82.2,92.4,177971
5244,5895,phase1,SURFACE_2_ダ,omo_tekisei_code,numeric,C,0.132,4,4,1,0.25,不採用,78.4,82.5,81.1,96.8,164925
5245,4119,phase2,SURFACE_2_ダ,hobokusaki_rank+prev1_kyakushitsu,combo,C,1.14,21,20,5,0.25,不採用,78.3,73.3,97.8,93.8,156881
5246,4694,phase1,KEIBAJO_SURFACE_03_障,kyakushitsu,numeric,C,0.844,4,4,1,0.25,不採用,78.3,74.2,88.3,86.7,1916
5247,5673,phase1,KEIBAJO_SURFACE_05_ダ,prev1_kyakushitsu,numeric,C,0.331,4,4,1,0.25,不採用,78.3,75.0,83.4,78.4,25772
5248,5866,phase1,GLOBAL,omo_tekisei_code,numeric,C,0.18,4,4,1,0.25,不採用,78.3,81.2,80.1,90.6,326408
5249,4938,phase1,KEIBAJO_SURFACE_06_ダ,omo_tekisei_code,numeric,C,0.736,4,4,1,0.25,不採用,78.2,88.4,84.9,117.0,27774
5250,5571,phase1,KEIBAJO_SURFACE_09_芝,prev1_corner4_bin,code,C,0.408,4,4,1,0.25,不採用,78.2,78.3,83.2,84.9,18920
5251,2363,phase2,SURFACE_2_芝,kyori_tekisei+tenko_code,combo,B,2.43,27,20,5,0.25,不採用,78.1,76.3,107.5,120.6,168917
5252,3908,phase1,KEIBAJO_SURFACE_01_芝,dochu_juni,numeric,C,1.277,16,16,4,0.25,不採用,78.1,72.2,89.1,135.1,9819
5253,5389,phase1,KEIBAJO_SURFACE_09_芝,manken_shirushi,numeric,C,0.519,8,8,2,0.25,不採用,78.1,76.8,83.0,83.9,14291
5254,5564,phase1,SURFACE_2_ダ,dochu_juni,numeric,C,0.412,16,16,4,0.25,不採用,78.1,78.1,84.6,87.4,177971
5255,5828,phase1,SURFACE_2_ダ,kohan_3f_juni,numeric,C,0.224,16,16,4,0.25,不採用,78.1,78.7,83.4,90.2,177971
5256,698,phase2,SURFACE_2_芝,barei+kishu_minarai_code,combo,A,4.232,25,20,5,0.25,不採用,78.0,79.3,182.2,206.7,20377
5257,3965,phase2,GLOBAL,bac_jouken+gekiso_type,combo,C,1.238,36,36,9,0.25,不採用,78.0,79.7,102.9,117.5,141643
5258,5232,phase2,GLOBAL,kyakushitsu+wakuban,combo,C,0.605,40,40,10,0.25,不採用,78.0,79.1,82.7,93.1,360852
5259,5141,phase1,KEIBAJO_SURFACE_10_ダ,prev1_kyakushitsu,numeric,C,0.646,4,4,1,0.25,不採用,77.9,79.0,85.9,86.6,9875
5260,5851,phase1,SURFACE_2_ダ,yoso_juni,numeric,C,0.197,16,16,4,0.25,不採用,77.9,78.9,82.4,90.8,177971
5261,3972,phase1,KEIBAJO_SURFACE_04_ダ,prev1_corner4_bin,code,C,1.234,4,4,1,0.25,不採用,77.8,78.0,81.6,97.5,14038
5262,5609,phase1,KEIBAJO_SURFACE_07_芝,bac_juryo_shubetsu_code,numeric,C,0.378,4,4,1,0.25,不採用,77.8,80.2,81.8,85.4,17129
5263,5645,phase1,KEIBAJO_SURFACE_05_ダ,kyori,numeric,C,0.356,4,4,1,0.25,不採用,77.8,77.5,80.5,93.2,28213
5264,5779,phase1,KEIBAJO_SURFACE_05_ダ,bac_shubetsu,numeric,C,0.26,4,4,1,0.25,不採用,77.8,76.8,81.3,86.7,28213
5265,2633,phase2,SURFACE_2_芝,bac_jouken+kyori,combo,B,2.208,67,60,15,0.25,不採用,77.7,77.4,117.7,199.9,170977
5266,4361,phase1,KEIBAJO_SURFACE_04_ダ,agari_shisu,numeric,C,1.007,218,4,1,0.25,不採用,77.7,81.0,197.6,457.0,14747
5267,5600,phase1,KEIBAJO_SURFACE_05_芝,prev1_corner4_bin,code,C,0.385,4,4,1,0.25,不採用,77.7,77.5,81.7,80.8,20245
5268,5542,phase1,SURFACE_2_ダ,goal_juni,numeric,C,0.427,16,16,4,0.25,不採用,77.6,80.2,84.6,104.7,177971
5269,4218,phase1,KEIBAJO_SURFACE_04_芝,manken_shirushi,numeric,C,1.086,8,8,2,0.25,不採用,77.5,79.0,86.0,95.0,11059
5270,4697,phase1,KEIBAJO_SURFACE_07_ダ,babajotai_code_dirt,numeric,C,0.843,4,4,1,0.25,不採用,77.5,81.5,81.7,95.1,21346
5271,3529,phase1,KEIBAJO_SURFACE_02_ダ,futan_juryo,numeric,C,1.524,10,8,2,0.25,不採用,77.2,76.5,100.5,130.2,5502
5272,5367,phase1,KEIBAJO_SURFACE_05_ダ,wakuban,numeric,C,0.533,8,8,2,0.25,不採用,77.2,75.2,84.9,85.0,28213
5273,5533,phase1,KEIBAJO_SURFACE_05_芝,bac_juryo_shubetsu_code,numeric,C,0.433,4,4,1,0.25,不採用,77.2,78.7,82.4,94.7,24227
5274,4756,phase1,KEIBAJO_SURFACE_04_ダ,tenko_code,numeric,C,0.817,4,4,1,0.25,不採用,77.1,71.5,86.3,79.3,14747
5275,3593,phase1,KEIBAJO_SURFACE_03_芝,chokyo_yajirushi_code,numeric,C,1.47,4,4,1,0.25,不採用,77.0,73.0,88.7,86.0,14090
5276,5488,phase1,SURFACE_2_ダ,chokyo_yajirushi_code,numeric,C,0.457,4,4,1,0.25,不採用,77.0,76.8,81.5,80.4,177971
5277,5687,phase1,KEIBAJO_SURFACE_07_ダ,kyusha_hyoka_code,numeric,C,0.32,4,4,1,0.25,不採用,76.9,76.4,80.1,83.4,21346
5278,5181,phase1,KEIBAJO_SURFACE_04_ダ,ls_shisu_juni,numeric,C,0.627,8,8,2,0.25,不採用,76.8,76.3,88.0,99.1,14747
5279,5809,phase1,KEIBAJO_SURFACE_04_芝,bac_juryo_shubetsu_code,numeric,C,0.234,4,4,1,0.25,不採用,76.8,79.2,80.2,84.1,18170
5280,4061,phase1,KEIBAJO_SURFACE_01_芝,prev1_kyakushitsu,numeric,C,1.171,4,4,1,0.25,不採用,76.7,72.4,84.7,87.9,8863
5281,4999,phase1,KEIBAJO_SURFACE_05_ダ,ten_shisu_juni,numeric,C,0.709,16,16,4,0.25,不採用,76.7,75.5,88.4,97.3,28213
5282,5184,phase1,KEIBAJO_SURFACE_09_芝,prev1_kyakushitsu,numeric,C,0.626,5,4,1,0.25,不採用,76.7,80.6,80.6,85.6,18920
5283,5659,phase1,KEIBAJO_SURFACE_05_芝,bac_course,numeric,C,0.343,4,4,1,0.25,不採用,76.7,76.5,80.4,81.0,24227
5284,2752,ceo,COURSE_27,prev1_blinker+blinker,combo,B,2.125,4,4,1,0.25,不採用,76.6,73.4,83.1,96.5,36625
5285,3893,phase1,KEIBAJO_SURFACE_08_ダ,kakutoku_shokin_ruikei,numeric,C,1.284,63,12,3,0.25,不採用,76.6,71.4,167.5,288.9,21508
5286,3976,phase1,KEIBAJO_SURFACE_06_障,prev1_corner4_bin,code,C,1.23,4,4,1,0.25,不採用,76.5,67.2,99.2,84.0,1478
5287,5043,phase1,KEIBAJO_SURFACE_05_ダ,ls_shisu_juni,numeric,C,0.689,9,8,2,0.25,不採用,76.5,68.1,84.9,81.6,28213
5288,4572,phase1,KEIBAJO_SURFACE_05_ダ,gekiso_juni,numeric,C,0.902,16,16,4,0.25,不採用,76.4,75.9,87.4,118.8,28213
5289,5881,phase1,KEIBAJO_SURFACE_04_ダ,bac_shubetsu,numeric,C,0.156,4,4,1,0.25,不採用,76.4,77.3,80.2,80.1,14747
5290,3709,phase1,KEIBAJO_SURFACE_05_芝,prev3_chakujun,numeric,C,1.395,18,16,4,0.25,不採用,76.2,70.9,95.5,97.5,15710
5291,5457,phase1,KEIBAJO_SURFACE_02_ダ,prev1_kyakushitsu,numeric,C,0.475,4,4,1,0.25,不採用,76.2,75.0,81.0,79.1,5313
5292,5368,phase1,KEIBAJO_SURFACE_07_芝,prev1_kyakushitsu,numeric,C,0.53,4,4,1,0.25,不採用,76.0,76.6,83.0,83.2,15165
5293,5758,phase1,KEIBAJO_SURFACE_04_芝,prev1_kyakushitsu,numeric,C,0.274,4,4,1,0.25,不採用,76.0,76.7,80.0,81.3,15960
5294,5428,phase1,SURFACE_2_芝,class_code,numeric,C,0.491,24,20,5,0.25,不採用,75.9,76.4,113.3,141.2,148472
5295,4687,phase1,KEIBAJO_SURFACE_07_芝,ls_shisu_juni,numeric,C,0.847,9,8,2,0.25,不採用,75.8,67.3,82.4,81.6,17129
5296,5333,phase1,KEIBAJO_SURFACE_04_ダ,wakuban,numeric,C,0.553,8,8,2,0.25,不採用,75.8,76.1,81.9,88.1,14747
5297,3842,phase1,KEIBAJO_SURFACE_03_障,prev1_kyakushitsu,numeric,C,1.313,4,4,1,0.25,不採用,75.6,75.2,93.8,96.9,1916
5298,4320,phase1,KEIBAJO_SURFACE_07_芝,prev1_chakujun,numeric,C,1.031,18,16,4,0.25,不採用,75.6,70.4,146.3,94.6,15165
5299,5442,phase1,KEIBAJO_SURFACE_07_芝,prev1_corner4_bin,code,C,0.481,4,4,1,0.25,不採用,75.6,76.6,82.0,84.7,15165
5300,3639,phase1,KEIBAJO_SURFACE_02_ダ,wakuban,numeric,C,1.435,8,8,2,0.25,不採用,75.2,72.5,84.2,98.1,5502
5301,5703,phase1,KEIBAJO_SURFACE_05_ダ,chokyo_yajirushi_code,numeric,C,0.306,4,4,1,0.25,不採用,75.1,78.9,81.9,84.5,28213
5302,3523,phase1,KEIBAJO_SURFACE_04_ダ,dochu_sa,numeric,C,1.525,29,24,6,0.25,不採用,75.0,83.0,113.2,319.4,14747
5303,2335,phase2,GLOBAL,gekiso_type+shirushi_code_4,combo,B,2.453,19,16,4,0.25,不採用,74.7,65.2,82.4,92.0,46778
5304,2622,phase1,KEIBAJO_SURFACE_04_ダ,chokyo_yajirushi_code,numeric,B,2.212,4,4,1,0.25,不採用,74.3,68.3,80.2,89.5,14747
5305,5729,phase1,KEIBAJO_SURFACE_10_障,kyakushitsu,numeric,C,0.292,4,4,1,0.25,不採用,74.3,77.1,85.7,89.8,1531
5306,1278,phase1,KEIBAJO_SURFACE_06_芝,sanchimei,code,A,3.488,18,12,3,0.25,不採用,74.2,80.8,103.9,165.9,22719
5307,5889,phase1,KEIBAJO_SURFACE_05_芝,prev1_kyakushitsu,numeric,C,0.144,5,4,1,0.25,不採用,74.0,69.4,83.9,81.8,20245
5308,2155,phase1,KEIBAJO_SURFACE_03_ダ,chokyo_yajirushi_code,numeric,B,2.634,4,4,1,0.25,不採用,73.6,62.4,85.7,86.9,10869
5309,1783,phase2,SURFACE_2_芝,chokyo_yajirushi_code+gekiso_type,combo,B,2.981,22,20,5,0.25,不採用,73.5,64.3,119.3,129.0,67556
5310,1092,phase1,KEIBAJO_SURFACE_10_障,prev1_corner4_bin,code,A,3.725,4,4,1,0.25,不採用,73.1,73.7,84.3,123.1,1531
5311,4772,phase1,KEIBAJO_SURFACE_04_ダ,prev1_bataiju_bin,numeric,C,0.808,9,8,2,0.25,不採用,72.9,73.7,91.9,102.3,14033
5312,3087,phase2,SURFACE_2_ダ,babajotai_heavy+kyori_tekisei,combo,C,1.864,18,16,4,0.25,不採用,72.8,78.1,80.9,120.2,174589
5313,2194,phase2,SURFACE_2_ダ,barei+kyori_tekisei,combo,B,2.603,40,32,8,0.25,不採用,72.6,67.8,154.7,146.0,174589
5314,5516,phase1,SURFACE_2_芝,uma_start_shisu,numeric,C,0.443,34,28,7,0.25,不採用,72.5,70.4,104.7,121.7,148127
5315,2295,phase1,KEIBAJO_SURFACE_10_障,moshoku_code,numeric,B,2.505,5,4,1,0.25,不採用,72.3,74.6,88.0,115.3,1531
5316,3198,phase1,KEIBAJO_SURFACE_02_芝,kakutoku_shokin_ruikei,numeric,C,1.758,14,4,1,0.25,不採用,72.2,81.3,136.4,207.0,8160
5317,1986,phase2,GLOBAL,gekiso_type+kyusha_hyoka_code,combo,B,2.783,19,16,4,0.25,不採用,71.8,66.1,86.7,100.4,141643
5318,2037,phase1,KEIBAJO_SURFACE_10_障,prev1_kyakushitsu,numeric,B,2.732,4,4,1,0.25,不採用,71.5,74.3,85.4,111.1,1531
5319,4647,phase1,KEIBAJO_SURFACE_04_芝,prev1_bataiju_bin,numeric,C,0.869,9,8,2,0.25,不採用,71.5,68.0,83.3,87.8,15958
5320,5325,phase1,KEIBAJO_SURFACE_08_ダ,futan_juryo,numeric,C,0.556,9,8,2,0.25,不採用,71.3,70.2,85.5,86.2,21508
5321,1930,phase2,SURFACE_2_芝,kishu_minarai_code+prev1_corner4_bin,combo,B,2.841,20,20,5,0.25,不採用,71.1,77.5,90.8,129.9,17361
5322,939,phase2,SURFACE_2_芝,kishu_minarai_code+prev1_bataiju_bin,combo,A,3.929,35,28,7,0.25,不採用,70.9,73.7,95.5,182.6,17361
5323,904,phase2,SURFACE_2_芝,kishu_minarai_code+tenko_code,combo,A,3.979,20,16,4,0.25,不採用,70.8,74.2,122.5,171.0,20377
5324,2393,phase1,KEIBAJO_SURFACE_07_芝,kishu_minarai_code,numeric,B,2.404,5,4,1,0.25,不採用,70.3,64.2,83.0,103.5,2323
5325,597,phase1,KEIBAJO_SURFACE_02_ダ,uma_tokki_3,numeric,A,4.388,16,4,1,0.25,不採用,68.2,63.9,96.1,120.8,2456
5326,5792,phase1,SURFACE_2_ダ,goal_sa,numeric,C,0.246,53,45,11,0.2444,不採用,66.7,66.3,84.8,118.3,177971
5327,2014,phase2,SURFACE_2_芝,kishu_rank+prev1_bataiju_bin,combo,B,2.757,48,41,10,0.2439,不採用,72.6,70.8,140.9,137.6,148334
5328,2620,phase2,GLOBAL,barei+kishu_rank,combo,B,2.214,41,37,9,0.2432,不採用,72.9,70.8,97.0,123.4,360573
5329,2888,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+shirushi_code_4,combo,B,2.016,35,29,7,0.2414,不採用,78.5,77.2,110.2,155.4,94954
5330,5317,phase2,GLOBAL,joken_class_code+yy_int,combo,C,0.563,50,50,12,0.24,不採用,78.8,79.3,86.0,94.2,360874
5331,2239,phase2,SURFACE_2_ダ,joken_class_code+kyori_tekisei,combo,B,2.566,29,25,6,0.24,不採用,76.8,82.4,128.3,198.6,174589
5332,4164,phase2,SURFACE_2_ダ,hobokusaki_rank+kishu_rank,combo,C,1.113,25,25,6,0.24,不採用,75.6,74.5,89.6,87.9,168791
5333,4132,phase2,GLOBAL,kishu_rank+kyakushitsu,combo,C,1.133,25,25,6,0.24,不採用,75.4,75.7,81.0,102.0,360551
5334,3799,phase2,SURFACE_2_ダ,kishu_rank+kyakushitsu,combo,C,1.337,25,25,6,0.24,不採用,75.3,76.1,82.8,113.5,177842
5335,5091,phase2,SURFACE_2_ダ,joken_class_code+kyakushitsu,combo,C,0.666,21,21,5,0.2381,不採用,78.1,77.9,85.7,86.7,177961
5336,4467,phase2,SURFACE_2_芝,bac_jouken+prev1_kyakushitsu,combo,C,0.956,21,21,5,0.2381,不採用,78.0,79.8,86.3,99.6,148662
5337,3699,phase2,GLOBAL,kishu_rank+prev1_kyakushitsu,combo,C,1.401,22,21,5,0.2381,不採用,76.8,71.8,113.9,84.1,325154
5338,5007,phase1,KEIBAJO_SURFACE_07_芝,kishu_kitai_sanchakunai_ritsu,numeric,C,0.705,96,38,9,0.2368,不採用,77.8,75.3,166.6,483.2,17129
5339,463,phase2,GLOBAL,class_code+kishu_minarai_code,combo,A,4.618,52,38,9,0.2368,不採用,77.7,78.4,134.6,340.4,48538
5340,737,phase2,SURFACE_2_ダ,barei+sanchimei,combo,A,4.19,113,76,18,0.2368,不採用,74.3,73.0,145.5,319.8,177970
5341,5727,phase1,GLOBAL,futan_juryo,numeric,C,0.293,19,17,4,0.2353,不採用,80.9,82.6,110.4,154.9,360874
5342,3224,phase1,KEIBAJO_SURFACE_04_芝,uma_tokki_3,numeric,C,1.739,51,17,4,0.2353,不採用,76.3,76.6,135.4,320.2,8410
5343,4559,phase2,SURFACE_2_芝,babajotai_heavy+yy_int,combo,C,0.911,30,30,7,0.2333,不採用,79.6,81.9,97.3,112.4,170977
5344,3130,phase2,SURFACE_2_芝,gekiso_type+kishu_rank,combo,C,1.819,30,30,7,0.2333,不採用,74.9,77.4,89.2,116.9,67493
5345,3394,phase2,GLOBAL,bac_jouken+kishu_rank,combo,C,1.617,30,30,7,0.2333,不採用,74.8,74.3,85.8,103.2,360573
5346,1774,phase2,SURFACE_2_ダ,babajotai_heavy+tenko_code,combo,B,2.986,16,13,3,0.2308,不採用,82.6,81.8,156.4,182.4,177971
5347,3123,phase2,GLOBAL,babajotai_heavy+tenko_code,combo,C,1.824,17,13,3,0.2308,不採用,80.7,83.9,117.7,133.0,360874
5348,5136,phase1,KEIBAJO_SURFACE_08_ダ,pace_shisu,numeric,C,0.647,257,13,3,0.2308,不採用,80.7,79.4,210.3,460.5,21508
5349,29,phase1,KEIBAJO_SURFACE_05_ダ,sanchimei,code,S,7.12,20,13,3,0.2308,不採用,80.0,79.9,123.2,369.6,28213
5350,3023,phase2,GLOBAL,bac_jouken+tenko_code,combo,C,1.914,30,26,6,0.2308,不採用,80.0,83.2,103.1,178.4,360874
5351,2276,phase2,SURFACE_2_ダ,babajotai_heavy+prev1_bataiju_bin,combo,B,2.527,31,26,6,0.2308,不採用,78.9,76.3,121.2,140.3,164807
5352,3877,phase1,KEIBAJO_SURFACE_04_芝,class_code,numeric,C,1.29,18,13,3,0.2308,不採用,77.4,71.3,113.4,128.0,15959
5353,3000,phase1,KEIBAJO_SURFACE_02_ダ,pace_shisu_juni,numeric,C,1.928,14,13,3,0.2308,不採用,76.8,82.3,114.2,293.2,5502
5354,606,phase2,SURFACE_2_ダ,barei+moshoku_code,combo,A,4.361,50,39,9,0.2308,不採用,75.7,73.0,120.5,286.6,177971
5355,3265,phase1,KEIBAJO_SURFACE_04_芝,hizume_code,numeric,C,1.707,18,13,3,0.2308,不採用,75.7,67.4,106.1,119.1,15869
5356,3696,phase1,KEIBAJO_SURFACE_02_ダ,gekiso_juni,numeric,C,1.405,14,13,3,0.2308,不採用,75.5,77.9,91.5,181.6,5502
5357,1423,phase1,KEIBAJO_SURFACE_06_ダ,sanchimei,code,A,3.325,20,13,3,0.2308,不採用,75.4,68.4,105.9,147.3,30838
5358,2821,phase1,KEIBAJO_SURFACE_02_ダ,ten_shisu_juni,numeric,B,2.065,14,13,3,0.2308,不採用,74.6,71.3,88.7,108.5,5502
5359,2650,phase1,KEIBAJO_SURFACE_02_ダ,ichi_shisu_juni,numeric,B,2.193,14,13,3,0.2308,不採用,74.4,75.2,98.9,141.2,5502
5360,1365,phase2,SURFACE_2_芝,joken_class_code+kishu_minarai_code,combo,A,3.393,14,13,3,0.2308,不採用,74.1,82.6,100.9,180.5,20377
5361,2678,phase1,KEIBAJO_SURFACE_02_ダ,goal_juni,numeric,B,2.17,14,13,3,0.2308,不採用,73.4,82.6,86.8,188.3,5502
5362,2531,phase1,KEIBAJO_SURFACE_02_ダ,taikei_tomo,numeric,B,2.288,22,13,3,0.2308,不採用,72.2,77.1,106.2,145.5,5038
5363,2538,phase2,SURFACE_2_ダ,kyori_tekisei+prev1_kyakushitsu,combo,B,2.283,23,22,5,0.2273,不採用,75.6,81.5,84.1,158.2,161490
5364,3718,ceo,GLOBAL,futan_juryo+pace_yoso,combo,C,1.389,34,31,7,0.2258,不採用,79.5,80.6,114.1,140.0,348948
5365,2294,phase2,SURFACE_2_芝,kishu_minarai_code+kyi_kyusha_rank,combo,B,2.506,35,31,7,0.2258,不採用,71.1,75.3,120.9,123.0,20369
5366,5507,phase1,SURFACE_2_芝,prev2_chakujun,numeric,C,0.447,18,18,4,0.2222,不採用,79.3,80.8,88.2,97.4,133011
5367,5237,phase2,GLOBAL,babajotai_heavy+bac_jouken,combo,C,0.602,18,18,4,0.2222,不採用,78.7,79.5,83.1,98.1,360874
5368,5555,phase1,SURFACE_2_芝,agari_shisu_juni,numeric,C,0.419,18,18,4,0.2222,不採用,78.1,78.8,84.4,96.2,170977
5369,5770,phase1,GLOBAL,pace_shisu_juni,numeric,C,0.267,18,18,4,0.2222,不採用,77.9,78.3,82.1,86.2,348948
5370,5641,phase1,GLOBAL,dochu_juni,numeric,C,0.358,18,18,4,0.2222,不採用,77.7,77.6,85.4,90.5,348948
5371,5661,phase1,SURFACE_2_芝,ichi_shisu_juni,numeric,C,0.342,18,18,4,0.2222,不採用,77.2,78.6,82.8,97.0,170977
5372,5684,phase1,GLOBAL,ten_shisu_juni,numeric,C,0.321,18,18,4,0.2222,不採用,77.1,77.1,86.7,89.8,348948
5373,5867,phase1,GLOBAL,goal_juni,numeric,C,0.18,18,18,4,0.2222,不採用,77.1,78.0,84.6,92.7,348948
5374,4350,phase1,KEIBAJO_SURFACE_07_芝,agari_shisu_juni,numeric,C,1.013,18,18,4,0.2222,不採用,77.0,76.8,92.0,112.3,17129
5375,770,phase1,KEIBAJO_SURFACE_10_障,prev3_chakujun,numeric,A,4.14,15,9,2,0.2222,不採用,76.6,81.0,139.3,210.6,1531
5376,3770,phase1,KEIBAJO_SURFACE_04_ダ,futan_juryo,numeric,C,1.355,10,9,2,0.2222,不採用,76.5,71.6,86.1,90.3,14747
5377,643,phase2,GLOBAL,kishu_minarai_code+moshoku_code,combo,A,4.307,30,27,6,0.2222,不採用,76.3,82.6,101.9,230.2,53727
5378,4270,phase1,KEIBAJO_SURFACE_07_芝,pace_shisu_juni,numeric,C,1.058,18,18,4,0.2222,不採用,76.2,77.4,96.6,106.0,17129
5379,2977,phase1,KEIBAJO_SURFACE_02_ダ,hizume_code,numeric,C,1.94,16,9,2,0.2222,不採用,75.2,60.2,129.2,104.7,5289
5380,3876,phase1,KEIBAJO_SURFACE_05_芝,ten_shisu_juni,numeric,C,1.29,18,18,4,0.2222,不採用,74.9,75.1,90.4,97.0,24227
5381,1644,phase2,SURFACE_2_芝,kishu_minarai_code+shirushi_code_5,combo,A,3.093,30,18,4,0.2222,不採用,74.6,81.3,127.0,164.3,8495
5382,1458,phase2,SURFACE_2_芝,bac_jouken+kishu_minarai_code,combo,A,3.282,19,18,4,0.2222,不採用,73.2,80.5,99.5,177.9,20377
5383,3663,phase1,KEIBAJO_SURFACE_05_ダ,prev1_bataiju_bin,numeric,C,1.425,10,9,2,0.2222,不採用,72.6,76.5,83.0,122.5,25756
5384,3679,phase1,KEIBAJO_SURFACE_02_ダ,taikei_dou,numeric,C,1.416,14,9,2,0.2222,不採用,71.0,62.4,103.5,112.7,5214
5385,4357,phase2,GLOBAL,prev1_kyakushitsu+wakuban,combo,C,1.01,40,32,7,0.2188,不採用,78.1,74.6,100.2,90.8,325448
5386,2930,phase2,GLOBAL,barei+prev1_kyakushitsu,combo,C,1.975,40,32,7,0.2188,不採用,76.4,68.9,122.8,107.0,325448
5387,2876,phase2,SURFACE_2_芝,kyori_tekisei+prev1_kyakushitsu,combo,B,2.03,27,23,5,0.2174,不採用,75.5,82.9,89.9,139.7,146616
5388,3851,phase1,KEIBAJO_SURFACE_03_芝,kyusha_shisu,numeric,C,1.304,132,14,3,0.2143,不採用,83.7,86.9,192.4,384.4,14090
5389,1301,phase2,SURFACE_2_芝,kyi_kyusha_rank+prev1_kyakushitsu,combo,A,3.448,35,28,6,0.2143,不採用,79.8,80.6,128.6,263.0,148369
5390,1318,phase2,SURFACE_2_芝,gekiso_type+kyori_tekisei,combo,A,3.433,34,28,6,0.2143,不採用,78.0,86.9,145.0,175.8,66747
5391,311,phase1,KEIBAJO_SURFACE_05_芝,sanchimei,code,A,4.98,18,14,3,0.2143,不採用,77.5,86.7,152.3,247.7,24227
