rank,source,segment,factor,factor_type,grade,mark,score_std,n_bins,edge_bins,avg_win_roi,avg_place_roi,best_bin_win_roi,best_bin_place_roi,total_samples
559,phase2,SURFACE_2_ダ,kyusha_hyoka_code+uma_deokure_ritsu,combo,A,★★,4.239,147,24,75.8,77.0,303.2,153.8,164780
560,phase2,GLOBAL,kyi_kyusha_rank+prev1_keibajo,combo,A,★★,4.234,137,17,74.7,78.4,245.6,171.9,325055
561,phase2,SURFACE_2_芝,barei+gekiso_type,combo,A,★★,4.233,43,9,86.1,75.6,228.0,127.5,67556
562,phase2,SURFACE_2_芝,barei+kishu_minarai_code,combo,A,★★,4.232,25,6,79.3,78.0,206.7,182.2,20377
563,phase2,GLOBAL,babajotai_heavy+rotation,combo,A,★★,4.231,140,18,77.4,74.7,269.3,137.2,325504
564,phase2,SURFACE_2_芝,barei+taikei_tomo,combo,A,★★,4.23,149,29,81.7,77.2,312.3,236.3,139970
565,phase2,GLOBAL,kijun_ninkijun_tansho+moshoku_code,combo,A,★★,4.229,115,12,76.1,79.9,280.5,173.6,360874
566,phase2,GLOBAL,babajotai_heavy+prev1_bataiju,combo,A,★★,4.224,277,39,78.2,77.4,266.1,222.2,325243
567,phase2,GLOBAL,prev1_keibajo+umaban_clean,combo,A,★★,4.223,250,30,73.9,76.3,342.4,189.5,325448
568,phase2,SURFACE_2_芝,prev2_chakujun+taikei_tomo,combo,A,★★,4.223,352,74,77.8,79.9,258.0,173.0,128171
569,phase2,SURFACE_2_ダ,bac_jouken+prev1_keibajo,combo,A,★★,4.221,84,10,75.3,78.7,318.4,162.4,164860
570,phase2,SURFACE_2_ダ,kyi_kyusha_rank+uma_deokure_ritsu,combo,A,★★,4.221,367,74,74.1,77.8,325.4,163.5,164699
571,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+uma_deokure_ritsu,combo,A,★★,4.219,173,24,72.1,79.4,420.6,166.2,164780
572,phase2,GLOBAL,kijun_ninkijun_fukusho+moshoku_code,combo,A,★★,4.219,116,12,75.7,79.8,281.0,173.9,360874
573,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+wakuban,combo,A,★★,4.218,141,23,82.9,80.1,320.4,182.3,170977
574,phase2,SURFACE_2_芝,class_code+prev3_chakujun,combo,A,★★,4.217,261,53,75.7,78.8,266.5,172.8,120057
575,phase2,SURFACE_2_芝,prev1_corner4_bin+uma_deokure_ritsu,combo,A,★★,4.216,232,39,75.8,78.1,305.4,156.2,148433
576,phase2,SURFACE_2_芝,kishu_rank+rotation,combo,A,★★,4.214,159,27,74.4,76.5,315.6,190.2,148499
577,phase2,GLOBAL,hizume_code+prev1_keibajo,combo,A,★★,4.213,234,36,76.1,79.8,312.3,169.2,322633
578,phase2,SURFACE_2_芝,kyori_tekisei+prev1_keibajo,combo,A,★★,4.212,70,10,78.3,78.4,245.8,237.1,146616
579,phase2,GLOBAL,prev1_keibajo+yoso_juni,combo,A,★★,4.212,244,37,73.5,76.8,263.6,196.8,325448
580,phase2,GLOBAL,hizume_code+yoso_juni,combo,A,★★,4.211,289,48,78.6,79.2,443.3,148.8,322746
581,phase2,SURFACE_2_芝,prev3_chakujun+taikei_dou,combo,A,★★,4.211,214,41,74.4,78.5,299.0,201.8,118732
582,phase2,SURFACE_2_ダ,bac_jouken+hizume_code,combo,A,★★,4.208,93,14,83.9,80.2,273.7,176.8,163584
583,phase2,GLOBAL,bataiju_change_bin+moshoku_code,combo,A,★★,4.207,41,3,78.0,83.9,287.6,129.6,325243
584,phase2,SURFACE_2_芝,joho_shisu+kishu_minarai_code,combo,A,★★,4.207,116,41,87.0,78.3,256.2,138.4,20377
585,phase2,GLOBAL,joken_class_code+manken_shisu,combo,A,★★,4.207,360,59,78.9,77.4,430.2,300.6,354743
586,phase2,SURFACE_2_芝,prev1_bataiju_bin+prev1_chakujun,combo,A,★★,4.207,148,31,81.7,77.0,289.9,151.7,148513
587,phase2,SURFACE_2_芝,taikei_tomo+yoso_juni,combo,A,★★,4.206,376,74,75.1,77.5,271.0,165.6,139970
588,phase2,SURFACE_2_芝,barei+prev1_corner4,combo,A,★★,4.205,126,23,79.2,77.6,243.0,231.6,148662
589,phase2,SURFACE_2_ダ,joken_class_code+prev1_keibajo,combo,A,★★,4.2,84,10,75.5,78.6,306.1,155.4,164860
590,phase2,GLOBAL,kyakushitsu+sanchimei,combo,A,★★,4.197,127,23,78.8,78.4,301.9,180.4,360850
591,phase2,GLOBAL,manken_shirushi+uma_deokure_ritsu,combo,A,★★,4.195,446,89,76.4,78.0,314.2,173.5,206566
592,phase2,SURFACE_2_芝,bataiju_change_bin+prev1_chakujun,combo,A,★★,4.194,85,16,84.4,81.7,280.6,141.0,148513
593,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+wakuban,combo,A,★★,4.193,141,24,83.0,80.1,318.3,182.3,170977
594,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+prev1_keibajo,combo,A,★★,4.192,196,31,74.2,76.7,327.6,162.0,164860
595,phase2,SURFACE_2_芝,chokyo_yajirushi_code+rotation,combo,A,★★,4.191,116,16,76.3,77.4,309.8,158.8,148680
596,phase2,SURFACE_2_ダ,barei+sanchimei,combo,A,★★,4.19,113,14,73.0,74.3,319.8,145.5,177970
597,phase2,SURFACE_2_ダ,prev1_bataiju_bin+taikei_tomo,combo,A,★★,4.19,180,29,77.5,76.4,310.1,187.3,155517
598,phase2,SURFACE_2_ダ,babajotai_heavy+manken_shisu,combo,A,★★,4.189,217,31,76.1,76.4,417.5,157.3,174732
599,phase2,SURFACE_2_芝,kyori_tekisei+sanchimei,combo,A,★★,4.188,102,21,77.6,76.2,314.1,144.3,168916
600,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+shirushi_code_2,combo,A,★★,4.187,87,15,83.6,79.3,286.5,165.8,92369
601,phase2,SURFACE_2_ダ,kishu_rank+uma_deokure_ritsu,combo,A,★★,4.186,277,38,70.9,76.4,286.9,179.4,164669
602,phase2,GLOBAL,hizume_code+taikei_dou,combo,A,★★,4.185,254,47,79.8,78.5,326.3,206.0,316822
603,phase2,SURFACE_2_ダ,class_code+yoso_juni,combo,A,★★,4.18,221,33,74.9,74.8,384.0,144.5,164810
604,phase2,SURFACE_2_芝,barei+umaban_clean,combo,A,★★,4.179,123,16,78.5,77.1,286.6,144.9,170977
605,phase2,SURFACE_2_ダ,prev1_chakujun+prev1_keibajo,combo,A,★★,4.176,213,32,74.9,79.0,446.4,315.6,164860
606,phase2,SURFACE_2_ダ,hizume_code+taikei_tomo,combo,A,★★,4.175,315,67,76.5,77.8,357.3,137.8,155084
607,phase2,SURFACE_2_ダ,barei+taikei_tomo,combo,A,★★,4.173,150,23,76.8,77.1,278.8,131.3,155620
608,phase2,GLOBAL,hizume_code+moshoku_code,combo,A,★★,4.172,113,14,78.6,80.4,372.4,132.9,322746
609,phase2,SURFACE_2_ダ,moshoku_code+prev1_chakujun,combo,A,★★,4.17,104,12,75.1,78.6,393.8,176.6,164860
610,phase2,SURFACE_2_芝,prev1_bataiju_bin+prev1_kyakushitsu,combo,A,★★,4.169,41,1,76.4,76.1,299.2,131.2,148513
611,phase2,GLOBAL,kyakushitsu+nyukyu_nannichimae,combo,A,★★,4.167,241,44,78.2,77.2,423.5,185.6,194243
612,phase2,SURFACE_2_芝,gekiso_type+yoso_juni,combo,A,★★,4.164,108,20,76.5,74.2,207.3,128.2,67556
613,phase2,GLOBAL,prev1_corner4+prev1_keibajo,combo,A,★★,4.164,235,28,75.4,79.1,295.5,208.7,325448
614,phase2,GLOBAL,prev2_chakujun+yoso_juni,combo,A,★★,4.164,302,48,79.8,78.7,321.6,173.3,296151
615,phase2,SURFACE_2_ダ,prev1_corner4+sanchimei,combo,A,★★,4.16,224,39,71.8,75.4,261.8,138.2,164860
616,phase2,GLOBAL,barei+sanchimei,combo,A,★★,4.157,151,17,73.8,76.6,344.2,147.4,360872
617,phase2,SURFACE_2_ダ,hizume_code+joken_class_code,combo,A,★★,4.153,91,16,85.6,81.1,273.7,176.8,163584
618,phase2,SURFACE_2_芝,kyusha_hyoka_code+uma_deokure_ritsu,combo,A,★★,4.151,145,20,75.8,80.2,366.8,169.3,148451
619,phase2,GLOBAL,kijun_ninkijun_tansho+shirushi_code_3,combo,A,★★,4.15,70,12,87.9,81.2,256.1,188.6,194934
620,phase2,SURFACE_2_ダ,kyori_tekisei+yoso_juni,combo,A,★★,4.147,83,10,83.7,77.1,293.8,129.7,174589
621,phase2,SURFACE_2_ダ,gekiso_type+joho_shisu,combo,A,★★,4.145,143,25,77.4,79.0,332.2,184.2,68848
622,phase2,SURFACE_2_芝,babajotai_heavy+joa_ls_shisu,combo,A,★★,4.144,310,68,83.5,79.8,316.8,187.1,170977
623,phase2,SURFACE_2_芝,bataiju_change_bin+umaban_clean,combo,A,★★,4.14,87,9,82.2,81.4,335.2,140.9,148513
624,phase2,SURFACE_2_芝,chokyo_yajirushi_code+nyukyu_nannichimae,combo,A,★★,4.138,161,26,77.2,77.9,303.8,204.0,98883
625,phase2,GLOBAL,chokyo_yajirushi_code+shirushi_code_6,combo,A,★★,4.137,24,3,86.6,82.8,253.9,134.8,195216
626,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+shirushi_code_2,combo,A,★★,4.137,87,15,83.5,79.2,281.2,162.7,92369
627,phase2,SURFACE_2_芝,bac_jouken+joken_class_code,combo,A,★★,4.136,14,1,82.3,81.7,225.0,143.7,170977
628,phase2,SURFACE_2_芝,prev1_chakujun+umaban_clean,combo,A,★★,4.136,304,62,79.5,78.7,287.6,175.8,148662
629,phase2,SURFACE_2_ダ,prev1_kyakushitsu+tenko_code,combo,A,★★,4.135,21,2,83.3,87.6,248.7,156.8,164860
630,phase2,SURFACE_2_ダ,kishu_rank+rotation,combo,A,★★,4.134,172,27,72.7,74.4,258.1,224.3,164785
631,phase2,SURFACE_2_ダ,kyori+prev1_chakujun,combo,A,★★,4.132,197,43,80.4,77.1,293.8,135.1,164860
632,phase2,SURFACE_2_ダ,taikei_dou+wakuban,combo,A,★★,4.131,145,29,81.6,77.8,307.9,125.6,161457
633,phase2,GLOBAL,babajotai_heavy+kijun_ninkijun_fukusho,combo,A,★★,4.13,54,6,82.7,82.2,340.8,186.8,360874
634,phase2,SURFACE_2_芝,hobokusaki_rank+manken_shisu,combo,A,★★,4.127,322,63,76.0,77.4,302.2,192.4,159539
635,phase2,GLOBAL,kyakushitsu+rotation,combo,A,★★,4.122,182,23,74.6,74.8,349.1,207.3,325500
636,phase2,GLOBAL,kijun_ninkijun_fukusho+shirushi_code_6,combo,A,★★,4.12,79,8,78.4,78.9,254.3,117.4,195216
637,phase2,GLOBAL,kyori_tekisei+prev2_chakujun,combo,A,★★,4.12,99,17,86.2,78.4,298.1,129.5,292112
638,phase2,SURFACE_2_ダ,taikei_tomo+umaban_clean,combo,A,★★,4.119,382,79,79.3,77.6,363.1,136.5,155620
639,phase2,SURFACE_2_ダ,bataiju_change_bin+prev1_corner4,combo,A,★★,4.118,88,10,74.0,80.4,244.4,173.8,164807
640,phase2,SURFACE_2_ダ,bataiju_change_bin+prev1_keibajo,combo,A,★★,4.118,86,13,72.1,77.7,281.1,148.1,164807
641,phase2,GLOBAL,kijun_ninkijun_tansho+manken_shirushi,combo,A,★★,4.117,129,15,80.4,81.4,448.2,148.2,227411
642,phase2,SURFACE_2_芝,kishu_rank+uma_deokure_ritsu,combo,A,★★,4.117,253,55,75.0,75.6,231.7,152.5,148297
643,phase2,GLOBAL,babajotai_heavy+kijun_ninkijun_tansho,combo,A,★★,4.116,54,6,82.8,82.3,340.8,186.8,360874
644,phase2,GLOBAL,prev2_chakujun+taikei_dou,combo,A,★★,4.115,276,53,80.9,80.0,317.8,162.8,291626
645,phase2,SURFACE_2_芝,hizume_code+kishu_shisu,combo,A,★★,4.114,381,49,78.6,80.9,463.4,244.5,147248
646,phase2,GLOBAL,prev1_bataiju_bin+prev3_chakujun,combo,A,★★,4.113,160,28,79.6,77.9,333.4,135.1,269362
647,phase2,GLOBAL,kyusha_hyoka_code+shirushi_code_2,combo,A,★★,4.108,24,2,88.0,81.3,254.1,105.6,192442
648,phase2,SURFACE_2_ダ,joken_class_code+uma_deokure_ritsu,combo,A,★★,4.106,253,35,72.6,78.3,348.5,153.8,164780
649,phase2,GLOBAL,kishu_rank+rotation,combo,A,★★,4.105,202,25,73.3,72.8,347.7,179.4,325210
650,phase2,GLOBAL,kijun_ninkijun_fukusho+manken_shirushi,combo,A,★★,4.103,129,16,80.3,81.4,448.2,148.2,227411
651,phase2,GLOBAL,prev1_corner4+prev2_chakujun,combo,A,★★,4.098,316,48,79.6,78.4,353.3,237.2,296151
652,phase2,SURFACE_2_ダ,gekiso_type+taikei_dou,combo,A,★★,4.096,93,20,71.9,78.9,246.4,149.2,62980
653,phase2,SURFACE_2_芝,hizume_code+prev1_bataiju_bin,combo,A,★★,4.095,125,24,78.1,77.6,275.2,134.4,147069
654,phase2,SURFACE_2_ダ,prev1_corner4+prev3_chakujun,combo,A,★★,4.095,264,51,77.7,79.3,330.1,176.3,137407
655,phase2,SURFACE_2_ダ,prev1_kyakushitsu+rotation,combo,A,★★,4.094,151,26,76.8,75.2,291.9,165.7,164860
656,phase2,SURFACE_2_芝,barei+prev2_chakujun,combo,A,★★,4.092,119,20,77.4,76.6,238.4,149.0,133011
657,phase2,SURFACE_2_芝,prev1_kyakushitsu+uma_deokure_ritsu,combo,A,★★,4.092,219,44,76.9,77.9,295.3,196.1,148433
658,phase2,SURFACE_2_芝,bac_tosu+kyori_tekisei,combo,A,★★,4.087,74,9,82.5,77.9,375.0,136.0,168917
659,phase2,GLOBAL,kyusha_hyoka_code+rotation,combo,A,★★,4.086,134,25,78.8,74.8,234.4,140.0,325504
660,phase2,SURFACE_2_芝,taikei_dou+umaban_clean,combo,A,★★,4.086,244,53,78.2,78.3,272.5,158.7,145314
661,phase2,SURFACE_2_ダ,class_code+wakuban,combo,A,★★,4.085,144,24,78.5,76.1,394.1,120.4,164810
662,phase2,GLOBAL,kijun_ninkijun_fukusho+shirushi_code_3,combo,A,★★,4.083,70,11,87.6,81.3,257.9,186.6,194934
663,phase2,SURFACE_2_ダ,sanchimei+tenko_code,combo,A,★★,4.082,81,13,76.9,74.3,199.9,120.1,177970
664,phase2,SURFACE_2_ダ,bac_tosu+prev2_chakujun,combo,A,★★,4.078,146,23,80.1,80.8,457.1,153.4,151215
665,phase2,SURFACE_2_ダ,barei+prev1_chakujun,combo,A,★★,4.074,114,14,76.3,76.1,333.7,137.9,164860
666,phase2,SURFACE_2_ダ,prev1_corner4_bin+rotation,combo,A,★★,4.07,152,27,75.2,76.7,330.3,173.0,164860
667,phase2,SURFACE_2_芝,kyori_tekisei+prev2_chakujun,combo,A,★★,4.069,93,16,84.7,79.2,274.7,153.7,131538
668,phase2,SURFACE_2_ダ,hobokusaki_rank+tenko_code,combo,A,★★,4.068,23,2,83.4,81.8,257.6,191.9,168899
669,phase2,SURFACE_2_ダ,bac_jouken+sanchimei,combo,A,★★,4.067,107,17,79.2,76.0,231.3,151.5,177970
670,phase2,GLOBAL,bataiju_change_bin+taikei_tomo,combo,A,★★,4.067,133,18,77.1,78.2,278.3,129.0,307176
671,phase2,GLOBAL,kishu_rank+uma_deokure_ritsu,combo,A,★★,4.067,314,47,71.4,78.0,368.8,193.5,324884
672,phase2,GLOBAL,class_code+hizume_code,combo,A,★★,4.063,374,54,78.2,79.9,384.5,138.0,322724
673,phase2,SURFACE_2_芝,class_code+umaban_clean,combo,A,★★,4.063,293,57,77.7,78.3,359.1,182.3,148472
674,phase2,SURFACE_2_ダ,joken_class_code+rotation,combo,A,★★,4.063,170,28,73.5,75.5,285.3,156.8,164898
675,phase2,GLOBAL,kijun_ninkijun_tansho+umaban_clean,combo,A,★★,4.06,297,39,79.1,80.3,391.6,205.8,360874
676,phase2,SURFACE_2_ダ,gekiso_type+kyori,combo,A,★★,4.059,72,15,79.9,80.5,262.8,123.9,68848
677,phase2,GLOBAL,hizume_code+prev1_kyakushitsu,combo,A,★★,4.059,82,10,81.7,79.4,373.0,106.7,322633
678,phase2,GLOBAL,kijun_ninkijun_fukusho+umaban_clean,combo,A,★★,4.059,297,39,79.0,80.2,391.6,203.9,360874
679,phase2,GLOBAL,kyi_kyusha_rank+kyori,combo,A,★★,4.058,220,42,79.7,81.2,324.8,187.1,360478
680,phase2,SURFACE_2_ダ,manken_shisu+yy_int,combo,A,★★,4.057,623,136,79.4,78.6,374.2,194.5,174732
681,phase2,GLOBAL,barei+hizume_code,combo,A,★★,4.056,134,21,79.6,78.8,333.4,151.6,322746
682,phase2,SURFACE_2_芝,kyusha_hyoka_code+manken_shisu,combo,A,★★,4.055,207,36,76.6,78.0,271.7,210.8,168275
683,phase2,GLOBAL,kishu_rank+nyukyu_nannichimae,combo,A,★★,4.054,258,56,77.8,74.1,273.2,167.9,194150
684,phase2,SURFACE_2_ダ,prev1_bataiju_bin+taikei_dou,combo,A,★★,4.05,126,22,80.5,78.2,255.9,152.3,161340
685,phase2,GLOBAL,prev1_kyakushitsu+rotation,combo,A,★★,4.05,181,19,73.4,74.7,326.4,205.0,325448
686,phase2,SURFACE_2_ダ,class_code+kyakushitsu,combo,A,★★,4.049,79,8,79.5,76.6,296.5,162.9,164806
687,phase2,GLOBAL,kyori_tekisei+manken_shisu,combo,A,★★,4.048,343,49,77.7,75.3,465.6,142.7,349292
688,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+kijun_ninkijun_tansho,combo,A,★★,4.046,54,9,81.5,77.4,293.3,122.6,177971
689,phase2,SURFACE_2_ダ,gekiso_type+kishu_minarai_code,combo,A,★★,4.044,28,5,70.0,76.6,173.3,116.4,12280
690,phase2,SURFACE_2_ダ,gekiso_type+shirushi_code_6,combo,A,★★,4.042,28,2,75.6,76.9,246.6,123.2,23527
691,phase2,SURFACE_2_芝,kyakushitsu+sanchimei,combo,A,★★,4.042,101,17,78.4,76.2,302.2,152.2,170964
692,phase2,GLOBAL,bac_tosu+bataiju_change_bin,combo,A,★★,4.038,72,11,81.1,80.4,342.5,204.1,325243
693,phase2,GLOBAL,prev1_chakujun+prev1_corner4,combo,A,★★,4.038,321,52,76.8,78.0,387.9,225.1,325448
694,phase2,SURFACE_2_芝,barei+kijun_ninkijun_tansho,combo,A,★★,4.035,117,20,81.4,78.1,314.1,161.3,170977
695,phase2,GLOBAL,prev1_keibajo+prev1_kyakushitsu,combo,A,★★,4.034,86,11,70.4,78.4,202.0,205.4,325448
696,phase2,SURFACE_2_ダ,kijun_ninkijun_fukusho+tenko_code,combo,A,★★,4.032,64,7,79.7,79.8,331.0,123.2,177971
697,phase2,SURFACE_2_ダ,manken_shirushi+prev1_bataiju_bin,combo,A,★★,4.031,71,10,81.1,79.3,348.1,126.0,104376
698,phase2,GLOBAL,hizume_code+kyi_kyusha_rank,combo,A,★★,4.03,138,20,83.6,80.7,290.3,145.1,322561
699,phase2,SURFACE_2_ダ,kyi_kyusha_rank+tenko_code,combo,A,★★,4.03,33,3,84.3,77.9,265.6,125.9,177873
700,phase2,SURFACE_2_芝,hizume_code+prev1_keibajo,combo,A,★★,4.029,171,29,79.1,81.2,248.8,213.8,147202
701,phase2,SURFACE_2_芝,hizume_code+yy_int,combo,A,★★,4.029,169,31,81.3,80.5,227.6,148.4,147248
702,phase2,SURFACE_2_芝,barei+kijun_ninkijun_fukusho,combo,A,★★,4.028,117,20,81.3,78.1,314.1,161.0,170977
703,phase2,SURFACE_2_ダ,bac_jouken+uma_deokure_ritsu,combo,A,★★,4.027,253,35,72.3,78.2,348.5,153.6,164780
704,phase2,SURFACE_2_ダ,kijun_ninkijun_tansho+tenko_code,combo,A,★★,4.027,64,7,79.8,79.8,331.0,123.2,177971
705,phase2,SURFACE_2_ダ,prev1_chakujun+wakuban,combo,A,★★,4.027,139,21,79.1,78.7,431.0,204.4,164860
706,phase2,GLOBAL,kyi_kyusha_rank+tenko_code,combo,A,★★,4.025,40,6,86.4,81.2,203.6,123.7,360478
707,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+kijun_ninkijun_fukusho,combo,A,★★,4.024,53,8,80.7,77.2,293.3,122.5,177971
708,phase2,SURFACE_2_ダ,shirushi_code_4+uma_deokure_ritsu,combo,A,★★,4.024,269,39,76.4,78.9,336.7,144.9,88609
709,phase2,SURFACE_2_ダ,joken_class_code+taikei_tomo,combo,A,★★,4.023,123,17,80.6,78.0,302.1,123.8,155620
710,phase2,SURFACE_2_ダ,moshoku_code+uma_deokure_ritsu,combo,A,★★,4.022,286,53,70.7,79.7,251.7,181.2,164780
711,phase2,SURFACE_2_ダ,bac_jouken+taikei_tomo,combo,A,★★,4.021,124,18,79.9,77.9,302.1,124.8,155620
712,phase2,GLOBAL,hizume_code+prev1_chakujun,combo,A,★★,4.021,294,61,80.8,80.9,263.5,178.8,322633
713,phase2,SURFACE_2_芝,kijun_ninkijun_tansho+shirushi_code_3,combo,A,★★,4.021,66,11,81.7,83.3,247.5,266.8,93457
714,phase2,SURFACE_2_芝,kijun_ninkijun_fukusho+shirushi_code_3,combo,A,★★,4.01,66,11,81.9,83.8,246.4,265.4,93457
715,phase2,GLOBAL,bac_jouken+kijun_ninkijun_fukusho,combo,A,★★,4.009,105,13,83.7,79.3,373.8,131.3,360874
716,phase2,SURFACE_2_芝,bac_jouken+rotation,combo,A,★★,4.009,167,27,79.4,76.7,235.5,156.5,148680
717,phase2,SURFACE_2_ダ,kishu_rank+kyi_kyusha_rank,combo,A,★★,4.009,39,2,82.1,76.9,305.8,116.5,177756
718,phase2,GLOBAL,bataiju_change_bin+hizume_code,combo,A,★★,4.008,95,17,78.8,82.6,321.3,175.6,322446
719,phase2,SURFACE_2_ダ,kishu_minarai_code+kyori_tekisei,combo,A,★★,4.008,23,1,78.8,75.7,232.0,107.6,32334
720,phase2,GLOBAL,kijun_ninkijun_tansho+shirushi_code_6,combo,A,★★,4.007,79,9,78.3,79.0,251.4,117.0,195216
721,phase2,SURFACE_2_芝,prev1_corner4_bin+prev1_keibajo,combo,A,★★,4.006,52,5,81.8,77.6,258.4,140.7,148662
722,phase2,SURFACE_2_ダ,hobokusaki_rank+kyori,combo,A,★★,4.005,65,11,81.3,77.5,316.8,177.7,168899
723,phase2,GLOBAL,bac_jouken+kijun_ninkijun_tansho,combo,A,★★,4.002,105,13,83.7,79.3,373.8,130.9,360874
724,phase2,SURFACE_2_芝,class_code+prev1_chakujun,combo,A,★★,4.001,206,54,79.7,78.0,278.4,147.6,148432
725,phase2,GLOBAL,kyi_kyusha_rank+uma_deokure_ritsu,combo,A,★★,4.0,435,73,74.1,78.2,312.5,187.1,324941
726,phase2,SURFACE_2_芝,bataiju_change_bin+prev1_corner4,combo,A,★★,3.999,88,18,82.1,80.9,279.0,133.8,148513
727,phase2,SURFACE_2_芝,bac_tosu+bataiju_change_bin,combo,A,★★,3.996,67,9,82.4,81.1,342.5,204.1,148513
728,phase2,SURFACE_2_芝,manken_shisu+wakuban,combo,A,★★,3.995,524,115,78.9,77.5,330.3,197.6,168275
729,phase2,SURFACE_2_芝,hobokusaki_rank+sanchimei,combo,A,★★,3.99,92,16,75.1,76.0,231.5,143.5,162100
730,phase2,GLOBAL,kyori_tekisei+sanchimei,combo,A,★★,3.989,119,20,79.7,77.2,253.4,175.9,355421
731,phase2,SURFACE_2_芝,barei+yoso_juni,combo,A,★★,3.986,122,22,79.6,77.4,256.2,138.7,170977
732,phase2,GLOBAL,hobokusaki_rank+kijun_ninkijun_fukusho,combo,A,★★,3.983,89,9,79.8,79.1,361.1,240.8,342345
733,phase2,SURFACE_2_ダ,babajotai_heavy+taikei_dou,combo,A,★★,3.982,61,12,82.7,78.0,308.5,106.9,161457
734,phase2,SURFACE_2_ダ,bac_jouken+rotation,combo,A,★★,3.982,170,29,73.1,75.4,285.3,156.8,164898
735,phase2,GLOBAL,hizume_code+prev1_corner4,combo,A,★★,3.982,298,46,78.8,79.9,319.4,202.8,322633
736,phase2,GLOBAL,hobokusaki_rank+kijun_ninkijun_tansho,combo,A,★★,3.981,89,9,79.9,79.1,361.1,240.8,342345
737,phase2,SURFACE_2_芝,kishu_minarai_code+tenko_code,combo,A,★★,3.979,20,4,74.2,70.8,171.0,122.5,20377
738,phase2,SURFACE_2_ダ,moshoku_code+sanchimei,combo,A,★★,3.978,109,18,76.4,78.3,225.4,146.0,177970
739,phase2,SURFACE_2_ダ,kyi_kyusha_rank+taikei_tomo,combo,A,★★,3.977,182,34,82.2,79.6,423.8,249.0,155549
740,phase2,SURFACE_2_ダ,chokyo_yajirushi_code+sanchimei,combo,A,★★,3.976,71,8,71.9,75.0,227.6,131.2,177970
741,phase2,SURFACE_2_芝,prev1_corner4+prev1_keibajo,combo,A,★★,3.975,179,25,78.9,77.5,404.9,149.1,148662
742,phase2,SURFACE_2_ダ,kyori_tekisei+prev1_keibajo,combo,A,★★,3.97,91,11,68.4,77.0,210.5,153.7,161490
743,phase2,GLOBAL,kyori_tekisei+umaban_clean,combo,A,★★,3.966,103,12,82.2,76.2,383.6,134.6,355423
744,phase2,SURFACE_2_ダ,kyori_tekisei+prev1_chakujun,combo,A,★★,3.965,89,12,80.2,77.7,273.1,175.3,161490
745,phase2,SURFACE_2_芝,joken_class_code+rotation,combo,A,★★,3.962,168,24,78.4,76.5,230.8,160.7,148680
746,phase2,SURFACE_2_ダ,tenko_code+uma_deokure_ritsu,combo,A,★★,3.962,214,33,71.2,78.7,259.5,172.6,164780
747,phase2,SURFACE_2_ダ,class_code+prev1_kyakushitsu,combo,A,★★,3.958,79,15,81.7,76.1,326.0,131.6,164742
748,phase2,SURFACE_2_ダ,barei+class_code,combo,A,★★,3.956,106,15,73.1,73.5,218.6,137.4,164810
749,phase2,GLOBAL,bac_jouken+sanchimei,combo,A,★★,3.952,137,20,76.6,78.1,275.0,184.4,360872
750,phase2,GLOBAL,kyori+umaban_clean,combo,A,★★,3.952,393,73,80.1,79.6,385.5,231.6,360874
751,phase2,SURFACE_2_ダ,kishu_minarai_code+umaban_clean,combo,A,★★,3.95,79,16,78.0,76.5,220.0,113.4,33021
752,phase2,GLOBAL,babajotai_heavy+sanchimei,combo,A,★★,3.945,83,12,75.1,76.8,268.6,122.7,360872
753,phase2,GLOBAL,prev2_chakujun+taikei_tomo,combo,A,★★,3.944,400,75,78.6,79.5,324.7,221.1,285301
754,phase2,GLOBAL,babajotai_heavy+hizume_code,combo,A,★★,3.942,58,5,82.5,81.4,344.5,122.3,322746
755,phase2,GLOBAL,joken_class_code+sanchimei,combo,A,★★,3.942,115,14,79.2,77.8,299.4,129.4,360872
756,phase2,SURFACE_2_芝,prev1_corner4+umaban_clean,combo,A,★★,3.942,322,58,78.2,78.2,279.1,180.4,148662
757,phase2,SURFACE_2_芝,taikei_tomo+umaban_clean,combo,A,★★,3.94,406,72,76.7,77.8,310.6,182.6,139970
758,phase2,SURFACE_2_ダ,hizume_code+kishu_minarai_code,combo,A,★★,3.939,69,12,72.0,74.3,206.6,117.3,30565
759,phase2,SURFACE_2_ダ,hobokusaki_rank+taikei_dou,combo,A,★★,3.936,92,15,81.3,77.8,221.9,161.4,153658
760,phase2,SURFACE_2_芝,manken_shirushi+manken_shisu,combo,A,★★,3.936,337,69,81.2,79.2,311.1,153.4,108336
761,phase2,GLOBAL,babajotai_heavy+joa_ls_shisu,combo,A,★★,3.933,434,67,79.6,79.9,473.8,198.9,360874
762,phase2,SURFACE_2_ダ,hizume_code+kishu_shisu,combo,A,★★,3.933,418,55,78.0,79.9,350.7,214.2,163584
763,phase2,SURFACE_2_ダ,barei+hobokusaki_rank,combo,A,★★,3.932,37,2,74.0,74.6,278.5,119.3,168899
