segment,factors,combo_clb,oot_clb,oot_n_bins,oot_n_bets,oot_roi_2023,oot_roi_2024,oot_roi_2025,oot_min_yearly_roi,f1_pass,f1_reason,has_shirushi,best_shirushi_clb,optimal_odds_t,optimal_rank_t,f2_pass,f2_reason,max_subset_clb,cross_gain,f3_pass,f3_reason,all_pass
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+manken_shirushi,84.77,87.02,5,6647,75.54,77.9,75.1,75.1,True,pass,False,,,,True,no_shirushi_auto_pass,73.48,11.29,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+shutoku_shokin_ruikei+yoso_juni,84.76,80.09,21,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,67.74,17.02,True,pass,True
KEIBAJO_SURFACE_03_芝,prev1_kyakushitsu+shirushi_code_1+taikei_dou,84.76,73.74,13,4400,76.0,75.68,74.96,74.96,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_05_芝,joa_odds_shisu+kijun_odds_tansho+shirushi_code_4,84.76,86.71,21,6903,80.39,77.77,79.17,77.77,True,pass,True,71.5,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,joho_shisu+kijun_ninkijun_tansho+shirushi_code_3,84.76,66.35,5,6647,79.32,78.69,74.77,74.77,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+kijun_odds_fukusho+ls_shisu_juni,84.74,91.04,2,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,80.64,4.1,True,pass,True
KEIBAJO_SURFACE_08_芝,kishu_shisu+shirushi_code_1+shirushi_code_3,84.74,72.58,14,6414,82.05,76.59,78.45,76.59,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_05_芝,shirushi_code_4+shirushi_code_5+taikei_tomo,84.73,70.27,20,6903,82.63,79.1,79.44,79.1,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_06_ダ,goal_sa+ls_shisu_juni+shirushi_code_1,84.73,87.23,9,8946,77.97,79.54,78.14,77.97,True,pass,True,70.08,15.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_芝,shirushi_code_3+shirushi_code_6+taikei_tomo,84.72,67.39,27,6903,81.49,79.66,79.27,79.27,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,bac_grade+shirushi_code_2+shirushi_code_3,84.72,73.37,4,6414,82.2,76.46,77.59,76.46,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_tansho+shirushi_code_1+tenkai_kigo_code,84.72,91.2,4,2167,82.59,80.58,80.32,80.32,True,pass,True,69.97,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_tansho+yoso_juni,84.7,84.02,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,70.76,13.94,True,pass,True
KEIBAJO_SURFACE_02_芝,bac_juryo_shubetsu_code+kijun_ninkijun_tansho+shirushi_code_2,84.68,79.56,3,2257,80.61,85.81,83.21,80.61,True,pass,True,67.54,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,dochu_juni+kijun_ninkijun_tansho+shirushi_code_1,84.68,81.35,7,6282,77.75,79.24,78.8,77.75,True,pass,True,75.74,10.0,7.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+kyi_kyusha_rank+shirushi_code_4,84.65,76.16,6,7800,76.57,76.83,76.08,76.08,True,pass,True,69.05,10.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyi_kyusha_rank+shirushi_code_3,84.65,85.63,6,6414,81.21,75.88,76.56,75.88,True,pass,True,65.95,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_10_ダ,kishu_minarai_code+kishu_rank+prev1_bataiju_bin,84.64,79.52,4,2912,80.83,87.91,69.71,69.71,True,pass,False,,,,True,no_shirushi_auto_pass,77.64,7.0,True,pass,True
KEIBAJO_SURFACE_09_ダ,shirushi_code_1+shirushi_code_5+wakuban,84.63,89.47,7,6519,82.36,78.99,76.85,76.85,True,pass,True,70.74,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,agari_shisu_juni+manken_shirushi+tenkai_kigo_code,84.62,79.98,5,2167,74.09,84.29,78.18,74.09,True,pass,False,,,,True,no_shirushi_auto_pass,84.18,0.44,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+pace_shisu_juni,84.62,75.84,18,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,74.37,10.25,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+moshoku_code+shirushi_code_1,84.62,81.14,12,6414,80.83,76.44,77.69,76.44,True,pass,True,69.13,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+hizume_code,84.61,70.51,19,6414,75.42,74.94,74.93,74.93,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,goal_sa+kyori_tekisei+manken_shirushi,84.61,81.67,6,6414,74.97,77.61,76.58,74.97,True,pass,False,,,,True,no_shirushi_auto_pass,75.5,9.11,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_juni+prev1_chakujun+shirushi_code_3,84.61,78.82,5,6414,80.98,76.49,75.63,75.63,True,pass,True,63.5,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+shirushi_code_1+tenkai_kigo_code,84.6,91.2,4,2167,82.59,80.58,80.32,80.32,True,pass,True,69.6,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_02_芝,kyori_tekisei+prev1_corner4_bin+shirushi_code_1,84.6,62.13,2,2257,76.71,78.67,76.15,76.15,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,goal_juni+prev1_kyakushitsu+shirushi_code_5,84.59,84.14,17,6414,80.96,75.74,76.31,75.74,True,pass,True,69.95,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,goal_sa+kijun_ninkijun_tansho+shirushi_code_2,84.59,81.08,4,6647,79.57,81.06,75.94,75.94,True,pass,True,71.89,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,prev1_keibajo+shirushi_code_3+yoso_juni,84.59,73.74,9,6647,79.74,77.72,75.16,75.16,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_06_ダ,goal_sa+prev1_keibajo+wakuban,84.59,76.92,13,8946,73.89,74.54,74.85,73.89,True,pass,False,,,,True,no_shirushi_auto_pass,71.12,13.47,True,pass,True
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_tansho+moshoku_code+shirushi_code_1,84.58,82.06,3,2257,77.74,79.2,78.76,77.74,True,pass,True,65.56,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+kijun_odds_fukusho+shirushi_code_4,84.58,78.58,6,2167,79.0,78.8,81.38,78.8,True,pass,True,69.86,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_tansho+shirushi_code_5+wakuban,84.58,76.75,9,6647,80.3,79.67,74.52,74.52,True,pass,True,70.03,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_fukusho+kijun_ninkijun_tansho+kohan_3f_sa,84.58,79.93,3,2257,74.39,73.3,75.26,73.3,True,pass,False,,,,True,no_shirushi_auto_pass,83.5,1.08,True,pass,True
KEIBAJO_SURFACE_08_芝,bac_grade+goal_juni+goal_sa,84.58,71.48,2,6414,75.06,73.28,73.33,73.28,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+yoso_juni,84.57,85.91,6,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,75.07,9.5,True,pass,True
KEIBAJO_SURFACE_07_ダ,hizume_code+kijun_ninkijun_tansho+shirushi_code_2,84.57,71.52,10,6282,79.33,79.88,80.2,79.33,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_05_ダ,kyakushitsu+shirushi_code_2+shirushi_code_5,84.56,84.24,26,8126,84.95,85.28,83.86,83.86,True,pass,True,73.05,10.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_05_ダ,manken_shirushi+shirushi_code_3+shirushi_code_6,84.55,70.89,19,8126,79.49,81.67,81.42,79.49,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,moshoku_code+pace_shisu_juni+yoso_juni,84.55,72.41,21,6414,74.86,74.51,74.31,74.31,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,bac_shubetsu+goal_sa+shirushi_code_2,84.55,73.54,8,6414,82.39,78.52,79.03,78.52,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+prev1_kyakushitsu+shirushi_code_5,84.54,76.55,19,7800,79.63,78.1,78.42,78.1,True,pass,True,70.9,15.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_tansho+manken_shirushi+shirushi_code_5,84.54,71.08,5,6647,81.61,81.11,76.35,76.35,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_芝,goal_sa+shirushi_code_3+shirushi_code_5,84.53,71.9,6,5219,78.24,77.94,78.56,77.94,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+umaban_clean,84.53,88.06,8,6414,74.88,74.57,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,78.01,6.52,True,pass,True
KEIBAJO_SURFACE_03_ダ,bac_jouken+prev1_chakujun+yoso_juni,84.52,81.15,4,3276,74.13,74.38,72.33,72.33,True,pass,False,,,,True,no_shirushi_auto_pass,74.26,10.26,True,pass,True
KEIBAJO_SURFACE_01_ダ,shirushi_code_1+shirushi_code_2+shirushi_code_3,84.51,82.34,5,2167,86.04,81.93,85.76,81.93,True,pass,True,66.94,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,futan_juryo+goal_sa+prev1_bataiju_bin,84.51,64.2,10,6647,74.34,75.78,73.45,73.45,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,prev1_bataiju_bin+shirushi_code_3+yoso_juni,84.5,79.69,7,6282,79.76,79.49,79.93,79.49,True,pass,True,69.2,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_6+tenkai_kigo_code,84.5,81.3,8,6414,82.9,75.74,76.66,75.74,True,pass,True,68.47,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_sa+kyori_tekisei+shirushi_code_4,84.5,78.46,11,7800,76.57,76.79,77.64,76.57,True,pass,True,73.93,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_10_ダ,bac_tosu+futan_juryo+kishu_minarai_code,84.5,68.96,5,2912,80.41,86.06,71.78,71.78,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+kyi_kyusha_rank,84.49,81.42,3,6282,75.75,73.92,74.72,73.92,True,pass,False,,,,True,no_shirushi_auto_pass,70.82,13.67,True,pass,True
KEIBAJO_SURFACE_06_芝,manken_shirushi+shirushi_code_2+shirushi_code_3,84.49,66.23,5,6647,80.75,81.05,78.48,78.48,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,manken_shirushi+shirushi_code_2+shirushi_code_6,84.49,77.46,3,6282,79.28,82.06,84.01,79.28,True,pass,True,67.8,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_10_ダ,bac_jouken+kohan_3f_sa+prev1_bataiju_bin,84.48,,0,0,,,,,False,insufficient_oot_bins,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_02_芝,hobokusaki_rank+kijun_ninkijun_fukusho+shirushi_code_1,84.48,78.33,3,2257,78.11,77.96,79.46,77.96,True,pass,True,62.03,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,goal_sa+omo_tekisei_code+prev2_chakujun,84.47,76.14,7,6414,74.32,75.43,75.9,74.32,True,pass,False,,,,True,no_shirushi_auto_pass,73.7,10.77,True,pass,True
KEIBAJO_SURFACE_08_芝,dochu_sa+goal_juni+tenkai_kigo_code,84.47,83.57,8,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,70.75,13.72,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+shirushi_code_1+wakuban,84.46,87.47,8,6414,80.83,76.44,77.69,76.44,True,pass,True,33.38,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,goal_sa+ls_shisu_juni+shirushi_code_1,84.46,68.18,19,6414,80.83,76.44,77.69,76.44,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,kyori+shirushi_code_2+shirushi_code_6,84.45,79.26,15,6414,84.13,78.36,78.52,78.36,True,pass,True,70.39,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,goal_sa+shirushi_code_4+wakuban,84.44,83.69,7,6647,77.45,80.0,74.24,74.24,True,pass,True,72.91,10.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_芝,kijun_ninkijun_tansho+shirushi_code_5+shirushi_code_6,84.43,73.4,7,3102,78.01,82.64,80.16,78.01,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_06_芝,goal_sa+hizume_code+prev1_corner4_bin,84.42,66.15,10,6647,74.25,75.78,73.37,73.37,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_06_芝,kijun_ninkijun_fukusho+shirushi_code_2+yoso_juni,84.42,76.42,8,6647,79.57,81.06,75.94,75.94,True,pass,True,72.56,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_ダ,goal_sa+prev3_chakujun+uma_deokure_ritsu,84.41,76.79,3,8946,75.58,76.15,76.48,75.58,True,pass,False,,,,True,no_shirushi_auto_pass,75.37,9.04,True,pass,True
KEIBAJO_SURFACE_08_芝,goal_sa+manken_shirushi+shirushi_code_1,84.41,85.4,4,6414,79.74,77.97,80.13,77.97,True,pass,True,44.28,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+goal_juni+shirushi_code_4,84.4,79.08,4,6282,80.03,78.18,78.51,78.18,True,pass,True,74.0,10.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+kijun_ninkijun_fukusho+yoso_juni,84.4,84.02,3,6282,75.75,73.86,74.71,73.86,True,pass,False,,,,True,no_shirushi_auto_pass,70.76,13.64,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+manken_shirushi+shirushi_code_2,84.4,74.49,4,6282,76.96,80.56,84.03,76.96,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,kyori_tekisei+prev3_chakujun+yoso_juni,84.4,86.86,7,6282,76.81,74.25,77.77,74.25,True,pass,False,,,,True,no_shirushi_auto_pass,72.75,11.65,True,pass,True
KEIBAJO_SURFACE_07_ダ,goal_juni+prev1_bataiju_bin+shirushi_code_4,84.39,85.63,7,6282,80.9,77.59,79.33,77.59,True,pass,True,68.4,10.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,prev1_corner4_bin+shirushi_code_2+ten_shisu_juni,84.39,66.39,9,6282,79.39,80.03,80.2,79.39,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_ダ,manken_shirushi+shirushi_code_2+tenkai_kigo_code,84.38,73.71,22,7800,75.2,80.31,83.12,75.2,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_ダ,goal_juni+goal_sa+kyi_kyusha_rank,84.38,74.94,11,7800,74.17,73.68,73.35,73.35,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_06_芝,goal_sa+hizume_code+shirushi_code_2,84.38,72.69,4,6647,80.09,80.2,76.07,76.07,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_ダ,goal_juni+shirushi_code_2+wakuban,84.38,81.25,15,7800,77.8,79.05,80.3,77.8,True,pass,True,73.03,15.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,goal_sa+hizume_code+shirushi_code_4,84.37,83.67,3,6414,80.9,74.91,74.48,74.48,True,pass,True,69.22,15.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_02_芝,kyori_tekisei+shirushi_code_1+shirushi_code_3,84.36,80.51,2,2257,78.41,82.02,80.8,78.41,True,pass,True,65.52,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_corner4_bin+shirushi_code_2,84.35,79.73,6,6647,80.21,80.15,76.1,76.1,True,pass,True,77.24,10.0,7.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,prev1_chakujun+shirushi_code_4+yoso_juni,84.35,71.39,5,6414,80.9,74.53,74.43,74.43,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,dochu_sa+shirushi_code_1+shirushi_code_3,84.34,69.76,8,6414,82.05,76.59,78.45,76.59,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_ダ,sanchimei+shirushi_code_2+shirushi_code_5,84.34,77.81,13,7800,78.68,79.77,81.78,78.68,True,pass,True,71.13,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,goal_sa+hobokusaki_rank+umaban_clean,84.34,75.42,11,6414,74.98,74.68,74.47,74.47,True,pass,False,,,,True,no_shirushi_auto_pass,78.01,6.33,True,pass,True
KEIBAJO_SURFACE_08_ダ,goal_sa+manken_shirushi+shirushi_code_3,84.34,81.32,5,7800,77.25,79.0,81.56,77.25,True,pass,True,,,,False,no_valid_grid,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,goal_sa+shutoku_shokin_ruikei+wakuban,84.34,87.23,8,6414,74.86,74.51,74.31,74.31,True,pass,False,,,,True,no_shirushi_auto_pass,73.11,11.23,True,pass,True
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+kyori_tekisei+shirushi_code_4,84.34,78.32,18,7800,76.57,76.79,77.64,76.57,True,pass,True,71.11,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,chokyoshi_rank+goal_sa+prev1_chakujun,84.34,70.33,7,6414,75.55,74.62,75.04,74.62,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_05_芝,joa_odds_shisu+kijun_odds_tansho+shirushi_code_3,84.33,84.57,11,6903,81.29,78.39,78.71,78.39,True,pass,True,73.68,15.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+hizume_code+shirushi_code_4,84.33,75.3,10,6282,80.84,77.41,79.39,77.41,True,pass,True,66.98,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+shirushi_code_2+shirushi_code_4,84.32,81.18,7,6414,83.46,76.63,77.59,76.63,True,pass,True,64.37,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,prev1_bataiju_bin+shirushi_code_2+shirushi_code_4,84.31,87.71,11,6282,81.81,80.46,81.44,80.46,True,pass,True,72.31,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_03_芝,goal_juni+moshoku_code+shirushi_code_3,84.3,68.24,7,4400,75.77,76.33,74.65,74.65,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,goal_juni+hizume_code+kijun_ninkijun_fukusho,84.3,67.79,11,6282,76.28,73.73,75.32,73.73,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_ダ,goal_juni+shirushi_code_2+taikei_tomo,84.29,77.48,22,7800,78.64,80.24,80.5,78.64,True,pass,True,75.58,10.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_02_芝,kijun_ninkijun_tansho+moshoku_code+prev1_corner4_bin,84.29,74.69,4,2257,74.87,73.1,75.29,73.1,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_01_ダ,kijun_ninkijun_fukusho+kyori_tekisei+shirushi_code_1,84.28,73.42,4,2167,82.59,80.58,82.31,80.58,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_06_芝,goal_sa+manken_shirushi+shirushi_code_4,84.28,87.28,5,6647,78.94,81.31,75.08,75.08,True,pass,True,74.8,15.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_01_ダ,bac_jouken+kishu_rank+shirushi_code_2,84.28,77.62,8,2167,84.41,80.94,85.45,80.94,True,pass,True,70.0,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,bac_shubetsu+kijun_odds_fukusho+shirushi_code_2,84.27,,0,0,,,,,False,insufficient_oot_bins,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_06_芝,goal_sa+prev1_keibajo+yoso_juni,84.27,84.02,5,6647,74.29,75.84,73.38,73.38,True,pass,False,,,,True,no_shirushi_auto_pass,73.99,10.28,True,pass,True
KEIBAJO_SURFACE_02_芝,goal_juni+goal_sa+joa_ls_shisu,84.27,87.03,2,2257,74.39,73.3,75.26,73.3,True,pass,False,,,,True,no_shirushi_auto_pass,78.89,5.38,True,pass,True
KEIBAJO_SURFACE_01_ダ,kyori_tekisei+prev1_keibajo+shirushi_code_1,84.26,69.2,8,2167,82.06,81.06,82.29,81.06,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_05_芝,joho_shisu+shirushi_code_3+shirushi_code_5,84.25,79.83,19,6903,82.19,78.63,79.25,78.63,True,pass,True,66.31,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,shirushi_code_1+shirushi_code_6+wakuban,84.25,82.78,14,6414,83.85,76.88,78.5,76.88,True,pass,True,68.95,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_07_ダ,gekiso_juni+shirushi_code_3+yoso_juni,84.25,82.92,2,6282,78.56,79.73,79.13,78.56,True,pass,True,67.16,8.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_ダ,goal_sa+prev1_keibajo+sanchimei,84.24,78.42,15,7800,74.18,74.22,74.34,74.18,True,pass,False,,,,True,no_shirushi_auto_pass,71.46,12.78,True,pass,True
KEIBAJO_SURFACE_08_ダ,agari_shisu_juni+goal_sa+shirushi_code_5,84.24,71.24,6,7800,77.94,77.28,78.82,77.28,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,manken_shirushi+shirushi_code_1+shutoku_shokin_ruikei,84.24,75.7,16,6414,79.74,77.97,80.13,77.97,True,pass,True,69.92,10.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_08_芝,futan_juryo+shirushi_code_3+yoso_juni,84.23,73.87,15,6414,81.21,75.8,76.56,75.8,False,oot_clb_low,True,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,gekiso_juni+goal_sa+shirushi_code_6,84.23,77.22,5,6414,82.9,75.74,76.66,75.74,True,pass,True,,,,False,no_valid_grid,,,False,skipped_f2_fail,False
KEIBAJO_SURFACE_10_芝,agari_shisu_juni+manken_shirushi+moshoku_code,84.22,35.31,3,4996,76.16,77.07,75.66,75.66,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_07_ダ,dochu_sa+kijun_ninkijun_tansho+kyori_tekisei,84.22,63.36,4,6282,75.75,73.86,77.19,73.86,False,oot_clb_low,False,,,,False,skipped_f1_fail,,,False,skipped_f1_fail,False
KEIBAJO_SURFACE_08_芝,manken_shirushi+shirushi_code_2+shutoku_shokin_ruikei,84.22,79.11,15,6414,81.92,80.66,81.16,80.66,True,pass,True,69.29,5.0,3.0,False,shirushi_clb_low,,,False,skipped_f2_fail,False
